technical_id,key,object_number,neighborhood,locality,type_of_green_space,green_space_name,name_extension,year_built,last_renovation_year,size_sqm,dedication,planning_area_number,planning_area_name,address1,latitude,longitude
00008100_001991a6,00008100:001991a6,00313,Marzahn-Hellersdorf,Biesdorf,Grünanlage,"""Rohrbruchpark"" bis an die IGA","Wuhletal, nördl.Cecilienstraße, Stat. 186",1995.0,,38678.8,gewidmet,10300732.0,Buckower Ring,"""Rohrbruchpark"" bis an die IGA, Berlin, Germany",,
00008100_002aed08,00008100:002aed08,77205,Spandau,Spandau,Grünanlage,Pachtvertrag-Kiosk-Gastschankgarten Grüngürtel,Hohenzollernring Ecke Falkenhagener Tor,,,255.0,-,5100312.0,Eckschanze,"Pachtvertrag-Kiosk-Gastschankgarten Grüngürtel, Berlin, Germany",,
00008100_0011ddd3,00008100:0011ddd3,30300,Spandau,Spandau,Grünanlage,Stresow-Plantage,Grunewaldstraße,,,868.0,gewidmet,5100317.0,Freiheit,"Stresow-Plantage, Berlin, Germany",,
00008100_002da0a5,00008100:002da0a5,00559,Spandau,Staaken,Grünanlage,Staaken West-I-Zauneidechsenhabitat,Am Zeppelinpark,,,9301.0,gewidmet,5200422.0,Werkstraße,"Staaken West-I-Zauneidechsenhabitat, Berlin, Germany",,
00008100_0011e34e,00008100:0011e34e,00201,Spandau,Gatow,Grünanlage,Rothenbücher Weg Alt-Gatow Pfirsichweg,sog ehem Sattelplatz Gatow,2017.0,,4314.0,gewidmet,5400942.0,Alt-Gatow,"Rothenbücher Weg Alt-Gatow Pfirsichweg, Berlin, Germany",,
00008100_0011de68,00008100:0011de68,70241,Spandau,Kladow,Grünanlage,Gutsstraße-ehem Gutspark Groß-Glienicke ,Zugang Groß-Glienicker-See,,,1777.0,gewidmet,5400943.0,Jägerallee,"Gutsstraße-ehem Gutspark Groß-Glienicke , Berlin, Germany",,
00008100_0011df2a,00008100:0011df2a,60122,Spandau,Gatow,Grünanlage,Buchwaldzeile 1-3,,,,1781.0,gewidmet,5400942.0,Alt-Gatow,"Buchwaldzeile 1-3, Berlin, Germany",52.4856559,13.1813751
00008100_0019965e,00008100:0019965e,2301105,Marzahn-Hellersdorf,Hellersdorf,Grünanlage,Freifläche Klingenthaler Str.,Klingenthaler Straße,,,3235.0,gewidmet,10200526.0,Boulevard Kastanienallee,"Freifläche Klingenthaler Str., Berlin, Germany",,
00008100_0011df12,00008100:0011df12,60138,Spandau,Staaken,Grünanlage,Nennhauser Damm,Brücke süd-westl. Böschungsbereich,2005.0,,4800.0,gewidmet,5200421.0,Spandauer Straße,"Nennhauser Damm, Berlin, Germany",52.5287527,13.1391824
00008100_00199202,00008100:00199202,00269,Marzahn-Hellersdorf,Marzahn,Grünanlage,Dorf Alt-Marzahn - Dorfanger,Alt-Marzahn,1984.0,,6965.6,gewidmet,10100313.0,Alt-Marzahn,"Dorf Alt-Marzahn - Dorfanger, Berlin, Germany",,
00008100_001991fb,00008100:001991fb,00261,Marzahn-Hellersdorf,Marzahn,Grünanlage,Grünzug Fichtelbergstr/Adk zur Pekrunstr,"an der alten ""Geißenweide""",1982.0,,18260.0,gewidmet,10100314.0,Auersbergstraße,"Grünzug Fichtelbergstr/Adk zur Pekrunstr, Berlin, Germany",,
00008100_00199338,00008100:00199338,2301319,Marzahn-Hellersdorf,Kaulsdorf,Grünanlage,Wuhlegrünzug Damerauer Allee bis Köpenic,Östliche Wuhleseite,,,6248.0,gewidmet,10400837.0,Kaulsdorf Süd,"Wuhlegrünzug Damerauer Allee bis Köpenic, Berlin, Germany",,
00008100_00199263,00008100:00199263,2306641,Marzahn-Hellersdorf,Marzahn,Grünanlage,Stadtplatz am Glambecker Ring,Glambecker Ring/Ringenwalder Straße,2010.0,,6018.0,gewidmet,10100207.0,Ahrensfelder Berge,"Stadtplatz am Glambecker Ring, Berlin, Germany",52.5515242,13.5785232
00008100_00199404,00008100:00199404,00133,Marzahn-Hellersdorf,Marzahn,Grünanlage,"Hellersdorfer Weg, Kohlbeke","geschütztes, eingezäuntes Feuchtbiotop",1997.0,,26154.2,gewidmet,10100205.0,Gewerbegebiet Bitterfelder Straße,"Hellersdorfer Weg, Kohlbeke, Berlin, Germany",,
00008100_00199467,00008100:00199467,2300178,Marzahn-Hellersdorf,Mahlsdorf,Grünanlage,Grünfläche Hult. Damm/Margaretenstr.,Hultschiner Damm/ Margaretenstraße,,,3076.0,gewidmet,10400940.0,Elsensee,"Grünfläche Hult. Damm/Margaretenstr., Berlin, Germany",,
00008100_00199436,00008100:00199436,00196,Marzahn-Hellersdorf,Marzahn,Grünanlage,Glambecker Ring/ Parsteiner Ring,Grünzug an den Ahrensfelder Bergen,1996.0,,50012.2,gewidmet,10100207.0,Ahrensfelder Berge,"Glambecker Ring/ Parsteiner Ring, Berlin, Germany",,
00008100_001990f5,00008100:001990f5,00666,Marzahn-Hellersdorf,Marzahn,Grünanlage,Geraer Ring  - ehemal. BMX-Bahn,Naturerlebnisgarten für Kinder u. Jugend,1994.0,2009.0,3596.5,gewidmet,10100101.0,Marzahn West,"Geraer Ring  - ehemal. BMX-Bahn, Berlin, Germany",,
00008100_00199432,00008100:00199432,00203,Marzahn-Hellersdorf,Marzahn,Grünanlage,Weidefläche Park am Weidengrund,Blumberger Damm/ Glambecker Ring,1997.0,,50152.0,gewidmet,10100207.0,Ahrensfelder Berge,"Weidefläche Park am Weidengrund, Berlin, Germany",,
00008100_0011df32,00008100:0011df32,60097,Spandau,Staaken,Grünanlage,Staakener Feldstraße-Wendebereich,ehem. Straßenland,,,860.0,gewidmet,5200421.0,Spandauer Straße,"Staakener Feldstraße-Wendebereich, Berlin, Germany",,
00008100_0011de8d,00008100:0011de8d,70682,Spandau,Staaken,Grünanlage,Hohenlohe-Grünanlage am Wohnpark ,Wohnpark Hohenlohe,2020.0,,6684.0,gewidmet,5100207.0,An der Tränke,"Hohenlohe-Grünanlage am Wohnpark , Berlin, Germany",,
00008100_0011ddef,00008100:0011ddef,31310,Spandau,Wilhelmstadt,Grünanlage,Wilhelmstraße bis GS am Weinmeisterhorn,südl Daberkowstr parallel BWB-Flächen,,,1920.0,gewidmet,5200528.0,Weinmeisterhornweg,"Wilhelmstraße bis GS am Weinmeisterhorn, Berlin, Germany",,
00008100_00213060,00008100:00213060,R07-23671,Marzahn-Hellersdorf,Hellersdorf,Grünanlage,Östlich der Wuhle-Teilfläche Rohrbruchpark,Teilfläche des Objektes 2300167,,,2558.0,gewidmet,10200627.0,Am Kienberg,"Östlich der Wuhle-Teilfläche Rohrbruchpark, Berlin, Germany",,
00008100_00199423,00008100:00199423,00179,Marzahn-Hellersdorf,Marzahn,Grünanlage,Grohsteig 23/ Jan-Petersen-Straße,mit Rodelberg  hinter dem Grohsteig,1986.0,,6617.0,gewidmet,10100209.0,Lea-Grundig-Straße,"Grohsteig 23/ Jan-Petersen-Straße, Berlin, Germany",,
00008100_0028046e,00008100:0028046e,R02-25130,Marzahn-Hellersdorf,Marzahn,Grünanlage,Grünzug Alfred-Döblin-Str. zur L.-Renn-Str.,und Walter Felsenstein-Straße,1988.0,2018.0,44488.0,gewidmet,10100208.0,Bürgerpark,"Grünzug Alfred-Döblin-Str. zur L.-Renn-Str., Berlin, Germany",,
00008100_00202f31,00008100:00202f31,R05-23431,Marzahn-Hellersdorf,Marzahn,Grünanlage,Kienberg,südl. Eisenacher Straße,,,23866.6,gewidmet,10100316.0,Landsberger Tor,"Kienberg, Berlin, Germany",52.5286152,13.5906369
00008100_0011e2e2,00008100:0011e2e2,00725,Spandau,Hakenfelde,Grünanlage,Havelspitze-Uferpromenade-GA,,1999.0,,4011.0,gewidmet,5100104.0,Maselake,"Havelspitze-Uferpromenade-GA, Berlin, Germany",,
00008100_0019941f,00008100:0019941f,00187,Marzahn-Hellersdorf,Marzahn,Grünanlage,Trusetaler Straße 15 - 55,Grünzug Rückfront Trusetaler,1986.0,,9353.0,gewidmet,10100206.0,Wuhletalstraße,"Trusetaler Straße 15 - 55, Berlin, Germany",52.5577086,13.5667599
00008100_00199185,00008100:00199185,00239,Marzahn-Hellersdorf,Marzahn,Grünanlage,Murtzaner Ring 2 - 28,Hof mit Spielberg,1983.0,2009.0,19265.1,gewidmet,10100312.0,Springpfuhl,"Murtzaner Ring 2 - 28, Berlin, Germany",52.5307315,13.544133
00008100_000a3162,00008100:000a3162,00020,Charlottenburg-Wilmersdorf,Wilmersdorf,Grünanlage,Eberbacher Str. - Mittelpromenade -GA,Grünanlage,,,507.0,gewidmet,4400834.0,Binger Straße,"Eberbacher Str. - Mittelpromenade -GA, Berlin, Germany",,
00008100_0019940f,00008100:0019940f,00192,Marzahn-Hellersdorf,Marzahn,Grünanlage,Rudolf-Leonhard-Straße zum Grohsteig 23,grüne Wegeverbindung zur J.-Petersen-Str,1986.0,,7820.1,gewidmet,10100209.0,Lea-Grundig-Straße,"Rudolf-Leonhard-Straße zum Grohsteig 23, Berlin, Germany",,
00008100_0019940d,00008100:0019940d,00137,Marzahn-Hellersdorf,Marzahn,Grünanlage,Clara-Zetkin-Park II,Rabensteiner Straße/Borkheider Straße,1989.0,2008.0,10106.7,gewidmet,10100104.0,Golliner Straße,"Clara-Zetkin-Park II, Berlin, Germany",52.5645389,13.5736746
00008100_000a31cd,00008100:000a31cd,00015,Charlottenburg-Wilmersdorf,Wilmersdorf,Grünanlage,Kuppenheimer Str. - Grünanlage,Wexstr. bis Durlacher Str.,,,2280.0,gewidmet,4501153.0,Babelsberger Straße,"Kuppenheimer Str. - Grünanlage, Berlin, Germany",,
00008100_00202f32,00008100:00202f32,R07-23432,Marzahn-Hellersdorf,Hellersdorf,Grünanlage,Westlich und östlich der Wuhle(Höhe Rohrbruchpark),"Höhe ""Jelena- Santic- Friedenspark """,,,39693.0,gewidmet,10200627.0,Am Kienberg,"Westlich und östlich der Wuhle(Höhe Rohrbruchpark), Berlin, Germany",,
00008100_000a31ab,00008100:000a31ab,00019,Charlottenburg-Wilmersdorf,Wilmersdorf,Grünanlage,Heidelberger Platz - Grünanlage,,,,3858.0,gewidmet,4400834.0,Binger Straße,"Heidelberger Platz - Grünanlage, Berlin, Germany",,
00008100_0014b9f1,00008100:0014b9f1,211430,Mitte,Moabit,Grünanlage,Döberitzer Grünzug Süd,zw. Döberitzer Verbindung und Minna.Cauer-Str.,,,35724.0,in Widmung,1200624.0,Heidestraße,"Döberitzer Grünzug Süd, Berlin, Germany",,
00008100_0014b9f1,00008100:0014b9f1,211430,Mitte,Moabit,Grünanlage,Döberitzer Grünzug Süd,zw. Döberitzer Verbindung und Minna.Cauer-Str.,,,35724.0,in Widmung,1200624.0,Heidestraße,"Döberitzer Grünzug Süd, Berlin, Germany",,
00008100_001991cd,00008100:001991cd,00297,Marzahn-Hellersdorf,Marzahn,Grünanlage,"""Rohrbruchpark"" östlich Kienberg","Wuhletal, östlich Kienberg",1994.0,,77592.0,gewidmet,10100316.0,Landsberger Tor,"""Rohrbruchpark"" östlich Kienberg, Berlin, Germany",,
00008100_00245178,00008100:00245178,R06-24535,Marzahn-Hellersdorf,Hellersdorf,Grünanlage,Hellersdorfer Graben (Louis-Lewin-Straße),zw.Louis-Lewin-Straße und Hoyerswerdaer Straße,,,7885.0,gewidmet,10200524.0,Adele-Sandrock-Straße,"Hellersdorfer Graben (Louis-Lewin-Straße), Berlin, Germany",,
00008100_0028c456,00008100:0028c456,R02-25319,Marzahn-Hellersdorf,Marzahn,Grünanlage,Paradiesgärten Schönagelstraße,Kiezpark Schönagelstraße,2019.0,,815.4,gewidmet,10100209.0,Lea-Grundig-Straße,"Paradiesgärten Schönagelstraße, Berlin, Germany",,
00008100_00199431,00008100:00199431,00189,Marzahn-Hellersdorf,Marzahn,Grünanlage,"Liebensteiner Promenade/Trusetaler Str., 189",mit Spielbereich,1986.0,,13611.6,gewidmet,10100206.0,Wuhletalstraße,"Liebensteiner Promenade/Trusetaler Str., 189, Berlin, Germany",,
00008100_00199574,00008100:00199574,2301515,Marzahn-Hellersdorf,Hellersdorf,Grünanlage,Um Spremberger Graben,zw. Cottbusser Str.u.Spielplatz,,,4495.0,gewidmet,10200420.0,Gut Hellersdorf,"Um Spremberger Graben, Berlin, Germany",,
00008100_0014bd20,00008100:0014bd20,126710,Mitte,Mitte,Grünanlage,Koppenplatz,,,,2147.0,gewidmet,1100309.0,Oranienburger Straße,"Koppenplatz, Berlin, Germany",52.5282225,13.3979013
00008100_002804fb,00008100:002804fb,R04-25131,Marzahn-Hellersdorf,Biesdorf,Grünanlage,Schlosspark Biesdorf,Gartendenkmal,1887.0,1995.0,100428.6,gewidmet,10300733.0,Alt-Biesdorf,"Schlosspark Biesdorf, Berlin, Germany",52.5108104,13.5585183
00008100_001994e9,00008100:001994e9,00691,Marzahn-Hellersdorf,Marzahn,Grünanlage,Bitterfelder Straße - südlich,mit Biotopflächen Bitterfelder Teiche,1999.0,,132076.1,gewidmet,10100205.0,Gewerbegebiet Bitterfelder Straße,"Bitterfelder Straße - südlich, Berlin, Germany",,
00008100_001991c4,00008100:001991c4,00307,Marzahn-Hellersdorf,Biesdorf,Grünanlage,Wäldchen am Griesinger-Krankenhaus,Warener Straße / Am Schlosshof,1995.0,,14322.0,gewidmet,10300732.0,Buckower Ring,"Wäldchen am Griesinger-Krankenhaus, Berlin, Germany",,
00008100_00199735,00008100:00199735,2300198,Marzahn-Hellersdorf,Hellersdorf,Grünanlage,Hönower Weiherkette,zw. Stendaler Str. und Hönow,,,420112.0,gewidmet,10200423.0,Böhlener Straße,"Hönower Weiherkette, Berlin, Germany",52.5425229,13.6268289
00008100_00212fe2,00008100:00212fe2,R07-23669,Marzahn-Hellersdorf,Hellersdorf,Grünanlage,Östlich der WuhleKN II/Entlang der Wuhle,"Teil des Objektes ""Östlich der Wuhle""",,,1540.0,gewidmet,10200627.0,Am Kienberg,"Östlich der WuhleKN II/Entlang der Wuhle, Berlin, Germany",,
00008100_00199473,00008100:00199473,2300187,Marzahn-Hellersdorf,Mahlsdorf,Grünanlage,Gutspark Mahlsdorf,Hultschiner Damm,,,13209.0,gewidmet,10400940.0,Elsensee,"Gutspark Mahlsdorf, Berlin, Germany",52.5027547,13.614363
00008100_00290dd0,00008100:00290dd0,R06-25447,Marzahn-Hellersdorf,Mahlsdorf,Grünanlage,Um Gründerzeitmuseum,Gutspark Mahlsdorf,,,3410.0,gewidmet,10400940.0,Elsensee,"Um Gründerzeitmuseum, Berlin, Germany",,
00008100_0019947b,00008100:0019947b,2300176,Marzahn-Hellersdorf,Hellersdorf,Grünanlage,Fläche unter der Freileitung,zw.U-Bahn und Hönower Weiherkette,,,18824.0,gewidmet,10200423.0,Böhlener Straße,"Fläche unter der Freileitung, Berlin, Germany",,
00008100_00199734,00008100:00199734,2300197,Marzahn-Hellersdorf,Hellersdorf,Grünanlage,Südl. der U-Bahn,Sebnitzer Str.,,,16882.0,gewidmet,10200524.0,Adele-Sandrock-Straße,"Südl. der U-Bahn, Berlin, Germany",52.5237977,13.2445013
00008100_00199417,00008100:00199417,00151,Marzahn-Hellersdorf,Marzahn,Grünanlage,Eichepark an der Kemberger Straße,Kemberger/ Golliner Straße,1994.0,,175658.0,gewidmet,10100104.0,Golliner Straße,"Eichepark an der Kemberger Straße, Berlin, Germany",,
00008100_001992c7,00008100:001992c7,2301439,Marzahn-Hellersdorf,Kaulsdorf,Grünanlage,Wuhlewanderweg (östliche der Wuhle),zw.Honsfelder Str und Lenbachstraße,,,4904.0,gewidmet,10400837.0,Kaulsdorf Süd,"Wuhlewanderweg (östliche der Wuhle), Berlin, Germany",,
00008100_00199405,00008100:00199405,00135,Marzahn-Hellersdorf,Marzahn,Grünanlage,Clara-Zetkin-Park I,Bereich Flämingstraße/Niemegker Str.,1986.0,1997.0,13793.1,gewidmet,10100103.0,Wittenberger Straße,"Clara-Zetkin-Park I, Berlin, Germany",,
00008100_00199471,00008100:00199471,2300182,Marzahn-Hellersdorf,Hellersdorf,Grünanlage,Grünfläche am Beerenpfuhl Zerbster Str.,Zerbster Straße,,,419.0,gewidmet,10200422.0,Hellersdorfer Promenade,"Grünfläche am Beerenpfuhl Zerbster Str., Berlin, Germany",,
00008100_002d4f22,00008100:002d4f22,340950,Mitte,Wedding,Grünanlage,Nauener Platz,Baustelleneinrichtung Süd auf Grünanlage,,,654.0,gewidmet,1401049.0,Schulstraße,"Nauener Platz, Berlin, Germany",52.5514056,13.3671696
00008100_002d4f22,00008100:002d4f22,340950,Mitte,Wedding,Grünanlage,Nauener Platz,Baustelleneinrichtung Süd auf Grünanlage,,,654.0,gewidmet,1401049.0,Schulstraße,"Nauener Platz, Berlin, Germany",52.5514056,13.3671696
00008100_002d4f22,00008100:002d4f22,340950,Mitte,Wedding,Grünanlage,Nauener Platz,Baustelleneinrichtung Süd auf Grünanlage,,,654.0,gewidmet,1401049.0,Schulstraße,"Nauener Platz, Berlin, Germany",52.5514056,13.3671696
00008100_002e53a2,00008100:002e53a2,201200,Mitte,Moabit,Grünanlage,Lisa-Fittko-Str./ George-Stephenson-Str.,Grünanlage,2022.0,,947.0,gewidmet,1200624.0,Heidestraße,"Lisa-Fittko-Str./ George-Stephenson-Str., Berlin, Germany",,
00008100_0022e23d,00008100:0022e23d,R04-24145,Marzahn-Hellersdorf,Biesdorf,Grünanlage,Grüne Aue,Grünzug südlich Alt Biesdorf,2019.0,,15089.6,gewidmet,10300734.0,Biesdorf Süd,"Grüne Aue, Berlin, Germany",52.5029287,13.5757201
00008100_000a300e,00008100:000a300e,00160,Charlottenburg-Wilmersdorf,Charlottenburg,Grünanlage,Savignyplatz - Grünanlage,,,,5341.0,gewidmet,4300624.0,Savignyplatz,"Savignyplatz - Grünanlage, Berlin, Germany",,
00008100_000a314e,00008100:000a314e,00578,Charlottenburg-Wilmersdorf,Charlottenburg,Grünanlage,Alt-Lietzow - Grünanlage,Mittelinsel,,,3742.0,gewidmet,4300619.0,Alt-Lietzow,"Alt-Lietzow - Grünanlage, Berlin, Germany",,
00008100_000a300b,00008100:000a300b,05733,Charlottenburg-Wilmersdorf,Charlottenburg,Grünanlage,Shakespeareplatz - Grünanlage,,,,1776.0,gewidmet,4300623.0,Karl-August-Platz,"Shakespeareplatz - Grünanlage, Berlin, Germany",,
00008100_00199463,00008100:00199463,2301129,Marzahn-Hellersdorf,Hellersdorf,Grünanlage,"Parktrilogie, Flächen unter Freileitung",zw.U-Bahn und Riesaer Straße,,,62206.0,gewidmet,10200524.0,Adele-Sandrock-Straße,"Parktrilogie, Flächen unter Freileitung, Berlin, Germany",,
00008100_00199479,00008100:00199479,2301121,Marzahn-Hellersdorf,Hellersdorf,Grünanlage,Freifläche an der U-Bahn,Weißenfelser Straße/Louis-Lewin-Straße,,,9980.0,gewidmet,10200524.0,Adele-Sandrock-Straße,"Freifläche an der U-Bahn, Berlin, Germany",,
00008100_00199354,00008100:00199354,2301295,Marzahn-Hellersdorf,Hellersdorf,Grünanlage,Südlich der U-Bahn-Trasse,nach U- Bhf. Hönow,,,11582.0,gewidmet,10200524.0,Adele-Sandrock-Straße,"Südlich der U-Bahn-Trasse, Berlin, Germany",,
00008100_00199344,00008100:00199344,2301312,Marzahn-Hellersdorf,Kaulsdorf,Grünanlage,Grünfläche Ulmenstraße,(Zugang zum Wuhlewanderweg),,,529.0,gewidmet,10400837.0,Kaulsdorf Süd,"Grünfläche Ulmenstraße, Berlin, Germany",,
00008100_0019947a,00008100:0019947a,2301127,Marzahn-Hellersdorf,Hellersdorf,Grünanlage,Kurt-Julius-Goldstein-Park,Riesaer/ Heidenauer Straße,,,35382.0,gewidmet,10200524.0,Adele-Sandrock-Straße,"Kurt-Julius-Goldstein-Park, Berlin, Germany",52.5361823,13.6073048
00008100_002d4f23,00008100:002d4f23,340960,Mitte,Wedding,Grünanlage,Nauener Platz,Baustelleneinrichtung auf Spielplatz und Grünanlage,,,1432.0,gewidmet,1401049.0,Schulstraße,"Nauener Platz, Berlin, Germany",52.5514056,13.3671696
00008100_002d4f23,00008100:002d4f23,340960,Mitte,Wedding,Grünanlage,Nauener Platz,Baustelleneinrichtung auf Spielplatz und Grünanlage,,,1432.0,gewidmet,1401049.0,Schulstraße,"Nauener Platz, Berlin, Germany",52.5514056,13.3671696
00008100_002d4f23,00008100:002d4f23,340960,Mitte,Wedding,Grünanlage,Nauener Platz,Baustelleneinrichtung auf Spielplatz und Grünanlage,,,1432.0,gewidmet,1401049.0,Schulstraße,"Nauener Platz, Berlin, Germany",52.5514056,13.3671696
00008100_00199415,00008100:00199415,00147,Marzahn-Hellersdorf,Marzahn,Grünanlage,Barnimplatz und Weg entlang Straßenbahn,Havemannstraße und Wittenberger Straße,1994.0,,9910.7,gewidmet,10100103.0,Wittenberger Straße,"Barnimplatz und Weg entlang Straßenbahn, Berlin, Germany",,
00008100_000a3164,00008100:000a3164,00018,Charlottenburg-Wilmersdorf,Wilmersdorf,Grünanlage,Rudolstädter Str. 70 / Berliner Str. - GA,Grünzug,,,2665.0,gewidmet,4501146.0,Barstraße,"Rudolstädter Str. 70 / Berliner Str. - GA, Berlin, Germany",,
00008100_000a3066,00008100:000a3066,00141,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Grünanlage,Tegeler Weg - Hundeauslauf - GA,Tegeler Weg / Schleusenkanal,,,6671.0,gewidmet,4300518.0,Kaiserin-Augusta-Allee,"Tegeler Weg - Hundeauslauf - GA, Berlin, Germany",,
00008100_000a31d0,00008100:000a31d0,00010,Charlottenburg-Wilmersdorf,Wilmersdorf,Grünanlage,Hohenzollernplatz - Grünanlage,,,,4246.0,gewidmet,4501149.0,Nikolsburger Platz,"Hohenzollernplatz - Grünanlage, Berlin, Germany",,
00008100_002f22fb,00008100:002f22fb,160120,Mitte,Mitte,Grünanlage,Spreeuferpromenade Paula-Thiede Ufer,,,,765.0,gewidmet,1100313.0,Heine-Viertel Ost,"Spreeuferpromenade Paula-Thiede Ufer, Berlin, Germany",,
00008100_002a9d81,00008100:002a9d81,R01-25662,Marzahn-Hellersdorf,Marzahn,Grünanlage,Eichepark Beweidungsflächen,ehem.Teilfläche vom Eichepark (00151),,,148144.0,gewidmet,10100104.0,Golliner Straße,"Eichepark Beweidungsflächen, Berlin, Germany",,
00008100_0019941c,00008100:0019941c,00126,Marzahn-Hellersdorf,Marzahn,Grünanlage,Bürgerpark Marzahn,zw.R.-Wallenberg-Str./Max-Herrmann-Str.,1991.0,,76552.3,gewidmet,10100208.0,Bürgerpark,"Bürgerpark Marzahn, Berlin, Germany",52.5515932,13.5614982
00008100_000a2ff0,00008100:000a2ff0,00162,Charlottenburg-Wilmersdorf,Charlottenburg,Grünanlage,Amtsgerichtsplatz - Grünanlage,,,,2202.0,gewidmet,4300416.0,Amtsgerichtsplatz,"Amtsgerichtsplatz - Grünanlage, Berlin, Germany",,
00008100_00199425,00008100:00199425,00206,Marzahn-Hellersdorf,Marzahn,Grünanlage,"Dreiecksfläche ""Landsberger Tor""",Blumberger Damm/ Landsberger Allee,1997.0,,9585.4,gewidmet,10100207.0,Ahrensfelder Berge,"Dreiecksfläche ""Landsberger Tor"", Berlin, Germany",,
00008100_00199410,00008100:00199410,00174,Marzahn-Hellersdorf,Marzahn,Grünanlage,Bürgerpark Marzahn - Lärmschutzwall,Max-Herrmann-Straße,1988.0,,4643.0,gewidmet,10100208.0,Bürgerpark,"Bürgerpark Marzahn - Lärmschutzwall, Berlin, Germany",,
00008100_00199230,00008100:00199230,2307921,Marzahn-Hellersdorf,Hellersdorf,Grünanlage,Kurt-Weill-Platz,Henny-Porten-Straße/Janusz-Korczak-Straß,2013.0,,2373.0,gewidmet,10200421.0,Helle Mitte,"Kurt-Weill-Platz, Berlin, Germany",52.5386709,13.6012073
00008100_0019973a,00008100:0019973a,2301087,Marzahn-Hellersdorf,Kaulsdorf,Grünanlage,Freifläche Werner Str.,Werner Straße,,,55882.0,gewidmet,10400835.0,Kaulsdorf Nord,"Freifläche Werner Str., Berlin, Germany",,
00008100_00199470,00008100:00199470,2300183,Marzahn-Hellersdorf,Hellersdorf,Grünanlage,"Siedlungsrand zw.U-Bahn u.WG 3,4 Riesaer",zw.Riesaer Str.und Jänschwalder Str.,,,4600.0,gewidmet,10200524.0,Adele-Sandrock-Straße,"Siedlungsrand zw.U-Bahn u.WG 3,4 Riesaer, Berlin, Germany",,
00008100_000a3070,00008100:000a3070,00053,Charlottenburg-Wilmersdorf,Grunewald,Grünanlage,Rathenauplatz 05 - Grünanlage,,,,1777.0,gewidmet,4400726.0,Bismarckallee,"Rathenauplatz 05 - Grünanlage, Berlin, Germany",,
00008100_002819ea,00008100:002819ea,R07-26009,Marzahn-Hellersdorf,Hellersdorf,Grünanlage,J.S.Friedenspark,,2016.0,,82791.0,gewidmet,10200627.0,Am Kienberg,"J.S.Friedenspark, Berlin, Germany",,
00008100_0014ba67,00008100:0014ba67,161900,Mitte,Mitte,Grünanlage,Spreeuferpromenade Kapelle-Ufer,,,,6109.0,gewidmet,1100308.0,Charitéviertel,"Spreeuferpromenade Kapelle-Ufer, Berlin, Germany",,
00008100_0019942b,00008100:0019942b,00127,Marzahn-Hellersdorf,Marzahn,Grünanlage,"Geraer Ring, Marzahn/West",Grünzug Geraer Ring,1994.0,,12323.0,gewidmet,10100101.0,Marzahn West,"Geraer Ring, Marzahn/West, Berlin, Germany",,
00008100_001991cc,00008100:001991cc,00233,Marzahn-Hellersdorf,Marzahn,Grünanlage,Grünzug Akazienwäldchen zur Poelchaustr.,zw. Allee d.Kosmonauten/Murtzaner Ring,1983.0,2009.0,67037.0,gewidmet,10100312.0,Springpfuhl,"Grünzug Akazienwäldchen zur Poelchaustr., Berlin, Germany",,
00008100_000a3166,00008100:000a3166,00006,Charlottenburg-Wilmersdorf,Wilmersdorf,Grünanlage,Ludwigkirchplatz - Grünanlage,,1981.0,2023.0,4401.0,gewidmet,4501044.0,Ludwigkirchplatz,"Ludwigkirchplatz - Grünanlage, Berlin, Germany",,
