Address1,Latitude,Longitude
"Waldeckpark, Berlin, Germany",52.5066547,13.4037574
"Alt-Stralau 17-19, Berlin, Germany",52.496558,13.4665394
"Alt-Stralau 33, Berlin, Germany",52.4927281,13.4769505
"Alt-Stralau 30-32, Berlin, Germany",52.496558,13.4665394
"Askanischer Platz 5, Berlin, Germany",52.50417,13.3819763
"Mariannenplatz, Grünanl., Berlin, Germany",,
"Lohmühleninsel, WSA, Berlin, Germany",,
"Grimmstr. Promenade, Berlin, Germany",,
"Mendelssohn-Bartholdy-Park, Berlin, Germany",52.503724,13.3748605
"Traveplatz, Berlin, Germany",52.5108664,13.4701701
"Brachvogelstr., Grünanl., Berlin, Germany",,
"Lichtenberger Straße vor 28-37, Berlin, Germany",,
"Marchlewskistr., Grünanl., Berlin, Germany",,
"Mühlenstr. 64-73, Berlin, Germany",52.6082713,13.4302556
"Paul-Lincke-Ufer, Grünanl., Berlin, Germany",,
"Gleisdreieck, Dennewitzstr., Berlin, Germany",52.4976174,13.3697569
"Alt-Stralau 4-12, Berlin, Germany",52.496558,13.4665394
"Fischzug/ Bahrfeldstr., Berlin, Germany",,
"Bänschstraße, Grünanl., Berlin, Germany",,
"Alt-Stralau 45, Berlin, Germany",52.496558,13.4665394
"Boxhagener Platz, Grünanl., Berlin, Germany",,
"Fontanepromenade, Grünanl., Berlin, Germany",,
"Tunnelstr. 13, Berlin, Germany",52.490843,13.4800621
"Fischzug, Ufer, Berlin, Germany",,
"Boxhagener Platz, Pacht, Berlin, Germany",,
"Böcklerpark, Berlin, Germany",52.4966304,13.4075026
"Viktoriapark, Rosengarten, Berlin, Germany",,
"Weberwiese, Berlin, Germany",52.5167465,13.4447135
"Viktoriapark, Tiergehege, Pacht, Berlin, Germany",,
"Bethanien, Hof , Berlin, Germany",,
"Baerwaldstr., Grünanl., Berlin, Germany",,
"Volkspark Friedrichshain, Märzgefallenen, Berlin, Germany",,
"Parkweg/ Alt-Stralau an der Parkwegbrücke, Berlin, Germany",,
"Helsingforser Str., Grünanl., Berlin, Germany",,
"Lausitzer Platz, Grünanl., Berlin, Germany",,
"Alt-Stralau 32B-34/ Tunnelstr.47A-49C, Berlin, Germany",,
"Fischzug, Promenade, Berlin, Germany",,
"Görlitzer Park, Parkteich, Berlin, Germany",,
"Urbanhafen, Berlin, Germany",52.4957947,13.40896
"Wassertorplatz Nord, Berlin, Germany",52.4994337,13.4131326
"Alt-Stralau 36, Berlin, Germany",52.4929744,13.4751165
"Hornstraße, Grünanl., Berlin, Germany",,
"Görlitzer Ufer, Grünanl., Berlin, Germany",,
"Gleisdreieck, Westpark, Berlin, Germany",,
"Rudolfplatz, Berlin, Germany",52.5032428,13.4553852
"Görlitzer Park, Berlin, Germany",52.4965878,13.4375789
"Volkspark Friedrichshain, Berlin, Germany",52.5271586,13.4321467
"Tunnelstr. 38-44, Berlin, Germany",52.490843,13.4800621
"Alt-Stralau 40-43, Berlin, Germany",52.496558,13.4665394
"Am Speicher hinter 2-10, Berlin, Germany",,
"Schöneberger Str. 22A, Berlin, Germany",52.4670511,13.3768836
"Lohmühleninsel, Berlin, Germany",52.4969811,13.4492901
"Gleisdreieck, Ostpark, Berlin, Germany",,
"Volkspark Friedrichshain Staudengarten, Berlin, Germany",,
"Kronprinzessinnenweg 23 N, Berlin, Germany",52.4205853,13.1760412
"Gleisdreieck, Gleisinseln, Berlin, Germany",,
"Gleisdreieck, Möckernstraße 42, 44, Berlin, Germany",,
"Ritterstr./ Lobeckstr., Berlin, Germany",52.5032878,13.4059675
"Blochplatz / Böttgerstr. an der S-Bahn, Berlin, Germany",,
"Oranienplatz, Grünanl., Berlin, Germany",,
"Friedenstraße 83, Berlin, Germany",52.5210172,13.4380218
"Gleisdreieck, Kleingärten Rahmengrün, Berlin, Germany",,
"Comeniusplatz, Berlin, Germany",52.5117588,13.4475838
"Fraenkelufer, Grünanl., Berlin, Germany",,
"Bethanien, Berlin, Germany",52.5037547,13.4225925
"Besselpark, Berlin, Germany",52.5038976,13.3919578
"Askanischer Platz 6, Berlin, Germany",52.5036774,13.3825217
"Alt-Stralau 32A, Tunnelstr. 1-4, Berlin, Germany",,
"Mühlenstr. 47 FS 89, Berlin, Germany",52.5926825,13.4671046
"Gitschiner Str. 12, Berlin, Germany",52.4983935,13.3978626
"Waldemarbrücke, Berlin, Germany",52.5042095,13.417146
"Lessingstr. an der Stadtbahntrasse, Berlin, Germany",,
"Volkspark Friedrichshain, Märchenbrunnen, Berlin, Germany",,
"Spreeuferpromenade Bettina-von-Arnim-Ufer, Berlin, Germany",,
"Wassertorplatz Süd, Berlin, Germany",52.497354,13.4121833
"Spreebogenpark, Berlin, Germany",52.5219403,13.3722576
"Ratiborstr. 14B, Berlin, Germany",52.491546,13.438024
"Weidenweg ggü. 17-27, Berlin, Germany",,
"Gitschiner Str. 2-6, Berlin, Germany",52.4983935,13.3978626
"Sellerpark, Berlin, Germany",52.5370587,13.3664805
"Alt-Stralau 20-29, Berlin, Germany",52.496558,13.4665394
"Charlottenstr. 98, Berlin, Germany",52.5169961,13.2874904
"Elise-Tilse-Park, Berlin, Germany",52.5018419,13.38022
"Petersburger Platz, Grünanl., Berlin, Germany",,
"Annenstr. 20-34, Berlin, Germany",52.5080459,13.4165707
"Forckenbeckplatz, Berlin, Germany",52.5196363,13.460275
"Friedenstraße 83, Pacht, Berlin, Germany",,
"Carl-Herz-Ufer, Grünanl., Berlin, Germany",,
"Böcklerpark, HOWOGE, Berlin, Germany",,
"Carl-von-Ossietzky-Park, Berlin, Germany",52.5226061,13.3549918
"Zoo-Verbindungsweg, Berlin, Germany",,
"Spreeuferpromenade Hansaufer / Wullenw.Str., Berlin, Germany",,
"Geschichtspark , Berlin, Germany",52.5269608,13.3662112
"Sebastianstr. - Jacobstr. - Annenstr., Berlin, Germany",,
"Pekinger Platz, Berlin, Germany",52.5401117,13.3544186
"Heinrich-Heine-Str. 2 - 16, Berlin, Germany",52.5082196,13.4143096
"Schmidstr. 1 - 2, Annenstr. 3 - 5, Michaelkirchplatz 23 - 24, Berlin, Germany",,
"Spreeuferpromenade Märkisches Ufer, Berlin, Germany",,
"Turmstr. 79, Ottopark, Berlin, Germany",,
"Karl-Marx-Forum, Berlin, Germany",,
"Luisenstädtischer Kanal Engelbecken, Pacht, Berlin, Germany",,
"Klosterkirche Grünanlage, Berlin, Germany",,
"Großer Tiergarten - Luiseninsel, Berlin, Germany",,
"Wartheplatz-Grünanlage, Berlin, Germany",,
"Spreeuferpromenade Holsteiner Ufer, Berlin, Germany",,
"Spreeuferpromenadec Kaiserin-Augusta-Allee 114-120, Berlin, Germany",,
"Großer Tiergarten - Steingarten, Berlin, Germany",,
"Nordufer zw. Föhrer Str. u. S-Bahn, Berlin, Germany",,
"Graben Fritz- Reuter- Straße, Berlin, Germany",,
"Luisenstädtischer Kanal  Blütensträuchergarten, Berlin, Germany",52.5066236,13.4272937
"Am Karlsbad 18, Berlin, Germany",52.5037099,13.3718884
"Afrikanische Str. zur Togostr., Berlin, Germany",,
"Berliner Dom,  Garten am Dom, Berlin, Germany",,
"Volkspark Humboldthain, Gewässerlauf, Berlin, Germany",,
"Holzmarktstr.- Lichtenberger Str., Berlin, Germany",,
"Spreeuferpromenade am Paul-Löbe-Haus, Berlin, Germany",,
"Bundesratufer /  Bochumer Str., Berlin, Germany",,
"Allee du Stade / Quartier Napoleon, Berlin, Germany",,
"Papenpfuhl-Grünanlage, Berlin, Germany",,
"Boyenstr. am  Erika-Heß-Eisstadion, Berlin, Germany",,
"Promenade Berlin-Spandauer-Schifffahrtskanal Scharnhorststr. 28-29 , Berlin, Germany",,
"Luisenstädtischer Kanal  Waldpflanzengarten, Berlin, Germany",52.5055457,13.425184
"Volkspark Humboldthain, Berlin, Germany",52.545215,13.3865699
"Henriette-Hertz-Park, Berlin, Germany",,
"Volkspark am Weinbergsweg, Berlin, Germany",52.5323732,13.4012824
"Mettmannplatz, Berlin, Germany",52.5385722,13.360171
"Kleiner Tiergarten West, Berlin, Germany",,
"Luisenstädtischer Kirchpark, Berlin, Germany",52.5086886,13.4076468
"Künheimerweg 7, Berlin, Germany",52.4156457,13.4110471
"Klopstockstr. 3 bis Altonaer Str., Berlin, Germany",,
"Schleuseninsel, Berlin, Germany",52.5309914,13.2923869
"Holzmarktstr. - Ifflandstr., Berlin, Germany",,
"Fernsehturmanlage, Berlin, Germany",52.5201723,13.4074855
"Invalidenpark, Berlin, Germany",52.5294948,13.3761275
"Alter Wiesenweg, Erholungsfläche, Berlin, Germany",,
"Hanseatenweg, Berlin, Germany",52.5185168,13.3448065
"Allee du Stade / am Berlin-Spandauer-Schiffffahrtskanal, Berlin, Germany",,
"Alte Stadtmauer zw. Littenstr. u. Waisenstr., Berlin, Germany",,
"Invalidenfriedhof, Berlin, Germany",,
"Wackerweg, Kolonie, Berlin, Germany",,
"Gartenufer, Berlin, Germany",,
"Lützowplatz, Berlin, Germany",52.5047608,13.3525466
"Lichtensteinallee, Berlin, Germany",52.5105961,13.3451688
"Bachstr., Berlin, Germany",52.3954498,13.5830143
"Neudeckerweg-Grünanlage, Berlin, Germany",,
"Zentraler Festplatz , Berlin, Germany",52.550012,13.3072489
"Agnes-Sorma-Park Reinhardtstr., Berlin, Germany",,
"Nordhafenpark Ost, Berlin, Germany",,
"Fernsehturmanlage zw. Fernsehturm u. Spandauer Str., Berlin, Germany",52.5201723,13.4074855
"Luisenstädtischer Kanal  Immergrüner Garten, Berlin, Germany",52.5056112,13.420644
"Kleiner Tiergarten Ost, Berlin, Germany",,
"Nordhafenpark West, Berlin, Germany",52.5367021,13.3617638
"Ackerstr. 158 - 160, Berlin, Germany",52.5330118,13.3950638
"Tilla-Durieux-Park, Berlin, Germany",52.5061216,13.3749616
"Monbijou Park, Berlin, Germany",,
"Promenade Berlin-Spandauer-Schifffahrtskanal Kieler Str. WSA, Berlin, Germany",,
"Goethepark, Berlin, Germany",52.5461325,13.3378369
"Holzmarktstr. 56 - 65, Berlin, Germany",52.5111626,13.4285024
"Grüntaler Straße - Weiße Bude, Berlin, Germany",,
"Großer Tiergarten - Altonaer  Str. 3 - 9, Berlin, Germany",,
"Köllnischer Park, Berlin, Germany",52.5130928,13.4144401
"Potsdamer Platz Areal Urbane Gewässer, Berlin, Germany",,
"Park am Hauptbahnhof, Berlin, Germany",,
"Blochplatz, Berlin, Germany",52.5493807,13.3853488
"Großer Tiergarten - Sinti und Roma, Berlin, Germany",,
"Allee du Stade / Kurt-Schumacher-Damm, Berlin, Germany",,
"Zeppelinplatz, Berlin, Germany",52.545893,13.3529319
"Kieler Str., Nordhafen-Vorbecken, Berlin, Germany",,
"Spreeuferpromenade Schleswiger Ufer, Berlin, Germany",,
"Händelallee 47 - 59, Berlin, Germany",52.5156714,13.3433165
"Elisabeth-Abegg-Str. neben Nr. 1, Berlin, Germany",,
"Spreeuferpromenade Tucholskystr., Berlin, Germany",,
"Kurstr. / Niederwallstr., Berlin, Germany",,
"Volkspark Humboldthain, Rosengarten, Berlin, Germany",,
"Magdeburger Platz, Berlin, Germany",52.5035943,13.3605025
"Panke Grünzug Nord , Berlin, Germany",52.5632931,13.386563
"Park am Moabiter Werder, Berlin, Germany",,
"Holzmarktstr. 73 - 75, Berlin, Germany",52.5111626,13.4285024
"Fischerinsel 1 - 2, Berlin, Germany",52.5134456,13.4073396
"Max-Josef-Metzger-Platz, Berlin, Germany",52.5441182,13.3642319
"Am Dachsbau/Im Erpelgrund, Berlin, Germany",,
"Langohrzeile/Im Fischgrund, Berlin, Germany",,
"Müllerstr. / Themsestr., Berlin, Germany",,
"Fernradwanderweg Berlin--Kopenhagen, Berlin, Germany",,
"Luisenstädtischer Kanal Rosengarten, Berlin, Germany",,
"Kolonie Togo Hauptwegekreuz, Berlin, Germany",,
"Fernradwanderweg-Berlin-Kopenhagen südl. Festplatz, Berlin, Germany",,
"Großer Tiergarten - Steppengarten, Berlin, Germany",,
"Michaelkirchplatz 7-10, Berlin, Germany",52.5071216,13.4192456
"Neues Ufer Sportpark, Berlin, Germany",52.524012,13.3178441
"Louise-Schroeder-Platz Westhälfte, Berlin, Germany",,
"Gropiusstr., Berlin, Germany",52.5525079,13.3768146
"Biotopfläche Allee du Stade, Berlin, Germany",,
"Spreeuferpromenade Park auf dem Moabiter Werder, Berlin, Germany",,
"Panke Grünzug Süd, Berlin, Germany",,
"Ruheplatzstr. 3, Berlin, Germany",52.5462899,13.3634883
"Zionskirchplatz, Berlin, Germany",52.5346033,13.4037973
"Marx-Engels-Forum, Berlin, Germany",52.5185014,13.4047672
"Großer Tiergarten, Berlin, Germany",52.5163027,13.3618189
"James-Simon-Park, Berlin, Germany",52.5218188,13.3994019
"Kleiner Tiergarten - Ottopark, Berlin, Germany",,
"Rummelsburger Str. 3 / Gesundheitszentrum, Berlin, Germany",,
"Fritz-Schloß-Park, Berlin, Germany",52.5288241,13.3563322
"Schillerhöhe, Berlin, Germany",52.5601797,13.3608499
"Grüntaler Str. 78-85, Berlin, Germany",52.5581247,13.3966867
"Grüntaler Str. 77 / Bellermannstr. 81, Berlin, Germany",,
"Park auf dem Nordbahnhof, Berlin, Germany",,
"Eckernförder Platz, Berlin, Germany",52.5407662,13.3370471
"Michaelkirchplatz, Berlin, Germany",52.5071216,13.4192456
"Neue Blumenstr. 11-13, Berlin, Germany",52.518546,13.422914
"Märkisches Ufer , Berlin, Germany",52.5134439,13.4116523
"Hansaplatz Süd, Berlin, Germany",,
"Panke Grünzug Mittelabschnitt, Berlin, Germany",,
"Großer Tiergarten - Rosengarten, Berlin, Germany",,
"Platz der Republik, Berlin, Germany",52.5186753,13.3731249
"Bartningallee hintere Erschließung, Berlin, Germany",,
"Schillerpark, Berlin, Germany",52.5584433,13.3474967
"Sprengelpark, Berlin, Germany",52.5408168,13.3532566
"Brunnenplatz, Berlin, Germany",52.5501989,13.3766244
"Gartenplatz, Berlin, Germany",52.5377654,13.3829617
"Bartningallee, Berlin, Germany",52.5190666,13.3447628
"Neue Jakobstr. - Heinrich-Heine-Str., Berlin, Germany",,
"Park am Plötzensee, Berlin, Germany",52.5456786,13.3263602
"Lustgarten, Berlin, Germany",52.5185383,13.3993963
"Paulstr. 20 A, Berlin, Germany",52.5186356,13.3549521
"Singerstr. 109 - 117, Berlin, Germany",52.5173659,13.4214122
"Katharina-Heinroth-Ufer, Berlin, Germany",52.5077269,13.3459487
"Spreeuferpromenade Bundesratufer, Berlin, Germany",,
"Großer Tiergarten - Venusbecken, Berlin, Germany",,
"Großer Tiergarten Formalgarten, Berlin, Germany",,
"Sparrplatz, Berlin, Germany",52.5418709,13.3605284
"Spreeuferpromenade Reichstagsufer zw. Marschallbrücke u. Friedrich-Ebert-Platz, Berlin, Germany",,
"Luisenstädtischer Kanal  Engelbecken, Berlin, Germany",52.5066291,13.4188521
"Großer Tiergarten Nordwest, Berlin, Germany",,
"Volkspark Rehberge, Berlin, Germany",52.5533825,13.3325894
"Park an der Südpanke, Berlin, Germany",,
"Neue Blumenstr. 19 - 21, Berlin, Germany",52.518546,13.422914
"Köpenicker Chaussee 20 südlich, Berlin, Germany",,
"Vera-Brittain-Ufer, Berlin, Germany",52.5205825,13.4009909
"Oranienburger Str. 18, Berlin, Germany",52.5240834,13.3971151
"Bremer Str. 48, Berlin, Germany",52.5313954,13.338673
"Garnisonfriedhof, Berlin, Germany",52.5284446,13.4040346
"Arkonaplatz, Berlin, Germany",52.5371979,13.4020563
"Promenade Berlin-Spandauer-Schifffahrtskanal zw. Sandkrugbrücke u. Invalidenfriedhof, Berlin, Germany",,
"Britzer Str. 21-79 ehem. Spielplatz, Berlin, Germany",,
"Dillgesstraße 11 WG, Berlin, Germany",,
"Gemeindewäldchen WG-1/2, Berlin, Germany",,
"GA Herzberge / südl. Museum Kesselhaus, Berlin, Germany",,
"Harry-Bresslau-Park WG, Berlin, Germany",,
"Fürstendamm 57-58, Berlin, Germany",52.6313913,13.3019848
"Schorfheidestr. - Dannenwalder Weg, Berlin, Germany",52.5917494,13.345667
"Fürstendamm/Dinkelsbühler Steig, R.A.B., Berlin, Germany",,
"Karmeliterweg 23/25 - Welfenallee, R.A.B., Berlin, Germany",,
"Mehringer Str./Zeltinger Str., R.A.B., Berlin, Germany",,
"Remstaler Str./Gutshofstr., Berlin, Germany",,
"Wanderweg Bruchstücken/neben Quickborner Str. 105, Berlin, Germany",,
"Roedernallee/Alt-Wittenau, Berlin, Germany",52.5890369,13.3393133
"Berenhorstbecken, Berlin, Germany",,
"Tramper Weg, Grünanlage am Wanderweg (neben Nordgraben), Berlin, Germany",,
"Maximiliankorso/Sigismundkorso, Berlin, Germany",52.6319939,13.2713107
"Brandtstr., Innenkreis, Berlin, Germany",,
"Neubrücker Str. zw. Nr. 53 u. 57, R.A.B., Berlin, Germany",,
"Waidmannsluster Damm/Dianastr., Berlin, Germany",,
"Alt-Tegel, Dorfaue, Berlin, Germany",,
"Waidmannsluster D./Buddestr.,Grünanlage, Berlin, Germany",,
"Bernhard-Lichtenberg-Platz, Berlin, Germany",52.5758766,13.2942793
"Gerlindeweg/Friederikestr., Berlin, Germany",52.5758893,13.2287878
"Kesselpfuhlgraben, Berlin, Germany",52.5897101,13.3125139
"Schluchseestr. 56, Erholungsfläche, Berlin, Germany",,
"Humboldtstr./Brusebergstr., Berlin, Germany",,
"Schloßstr. 33/37 - Wachsmuthstr., Berlin, Germany",,
"Silvester-/Waldseeweg, Berlin, Germany",,
"Kreuzritterstr./Kasinoweg, Berlin, Germany",,
"Marzahnstr./Hatzfeldtallee, Grünanlage, Berlin, Germany",,
"Alt-Heiligensee 111, Aussichtsplattform, Berlin, Germany",,
"Simmelstr., Durchg. Pankower Allee, Berlin, Germany",,
"Saalmannsteig (außen), Berlin, Germany",,
"Hohefeldstr. 16-18, R.A.B., Berlin, Germany",,
"Artuswall/Olwenstr., R.A.B., Berlin, Germany",,
"Enkircher Str./Rüdesheimer Str., Berlin, Germany",,
"Joseph Brix u. Felix Genzmer Park, Berlin, Germany",,
"Provinzstr. - Koloniestr., Berlin, Germany",,
"Nibelungenstr./Im Amseltal, R.A.B., Berlin, Germany",,
"Laurinsteig zw. Nr. 28 u. 30, R.A.B, Berlin, Germany",,
"Quickborner Str. 205, Berlin, Germany",52.6160546,13.354371
"Kirschblütenplatz, Berlin, Germany",52.5856083,13.3355351
"Gorkistr./Basdorfer Zeile,Grünanlage, Berlin, Germany",,
"Seidelstr., neben BAB, Berlin, Germany",,
"Waidmannsluster Damm, Sackgasse, Berlin, Germany",,
"Zehntwerder Weg/Benekendorffstr., Durchgangsweg, Berlin, Germany",,
"Greenwichpromenade hochwertig, Berlin, Germany",,
"Karolinenstr. 19 ggü, Durchgang Schloßstr., Berlin, Germany",,
"Kurt-Schumacher-Damm 42, Berlin, Germany",52.5615489,13.320222
"An der Buche 17-23, Berlin, Germany",52.6302222,13.2856727
"Max-Beckmann-Platz, Berlin, Germany",52.6180715,13.3062544
"Neubrücker Str./Am Eichenhain, R.A.B., Berlin, Germany",,
"Lienemannstr. (Sackgasse), Berlin, Germany",,
"Cyclopstr., Grünanlage, Berlin, Germany",,
"Breitachzeile, Berlin, Germany",52.5884917,13.2945486
"Am Buddeplatz, neben Spielplatz, Berlin, Germany",,
"Treuenbrietzener Str./Packereigraben, Grünanlage, Berlin, Germany",,
"Franz-Neumann-Platz, Berlin, Germany",52.5645392,13.3639236
"Klappbrücke a. d. Humboldtmühle, Berlin, Germany",52.5925236,13.2788123
"Neubrücker Str. 7, R.A.B., Berlin, Germany",,
"Letteallee, Semkensteig, Berlin, Germany",,
"Erholungsweg, Sackgasse, Berlin, Germany",,
"Am Ziegeleisee/Lehmgrubenteich, Berlin, Germany",,
"Freienwalder Platz, Berlin, Germany",,
"Reinickes Hof, Berlin, Germany",52.5765428,13.3308853
"Campestr./Holwedestr., Berlin, Germany",,
"Sommerstr. 18, Berlin, Germany",52.5736212,13.3762274
"Illerzeile, Berlin, Germany",52.5881255,13.2921139
"Wilhelmsruher Damm - Quickborner Str., hinter Kol. Fechner, Berlin, Germany",,
"Küstriner Straße 11-14 / Ehrenmal, Berlin, Germany",,
"Hausotterplatz, Berlin, Germany",,
"Burgfrauenstr./Im Fischgrund, Berlin, Germany",,
"Seebadstr. 36a, ehem. Tongruben, Berlin, Germany",,
"Konzer Platz, Berlin, Germany",,
"Friedhof Am Fließtal, Entwidmungsfläche, Berlin, Germany",,
"Deilingeweg, Berlin, Germany",,
"Wanderweg am Hohenzollernkanal, Berlin, Germany",,
"Borsigdamm, am Borsighafen, Berlin, Germany",,
"Bahnhofstr. / Grünzug, Berlin, Germany",,
"Strausberger Platz / Grünanlage, Berlin, Germany",,
"Konrad-Wolf-Str.21-22 / Manetstr. 84-86, Berlin, Germany",,
"Lincolnstr. 25-27, Berlin, Germany",,
"Wartiner Str. 40-50, Berlin, Germany",,
"Strausberger Str. / Reichenberger Str, Berlin, Germany",,
"Falkenberger Chaussee. / Egon-Erwin-Kisch Str., Berlin, Germany",,
"verlängerte Gudrunstr. zw. KGA Bielefeld u.KGA Friedrichsfelde Nord, Berlin, Germany",,
"Sewanstr. 233-241, Berlin, Germany",,
"Münsterlandplatz, Berlin, Germany",,
"Sewanstr. 257, Berlin, Germany",,
"Volkradstr. 22-32 / Passage / üblich, Berlin, Germany",,
"Gehrenseestr. / zw. S-Bhf und P.-Picasso-Str., Berlin, Germany",,
"Ingelheimer Str. Stadtplatz, Berlin, Germany",,
"Roderichplatz, Berlin, Germany",,
"Traberweg zw. Lehndorffstr. u. Eginhardstr., Berlin, Germany",,
"Sewanstr. 124-130 / Dolgenseestr., Berlin, Germany",,
"Volkradstr. / Rummelsburger Str. / Hügelbeet, Berlin, Germany",,
"Ilsestr. / Grünfläche an KGA ""Gute Hoffnung"", Berlin, Germany",,
"Sewanstr. 240-254, Berlin, Germany",,
"Nöldnerstr. / Ehrenmal, Berlin, Germany",,
"Grünfläche an KGA Stallwiese, Berlin, Germany",,
"Priesterkuten / Wartenberger Feldmark, Berlin, Germany",,
"Frankfurter Allee / westlich Gürtelstr., Berlin, Germany",,
"Birkholzer Weg / Straße 2, Berlin, Germany",,
"Blankenburger Pflasterweg / Grünanlage, Berlin, Germany",,
"Traberweg / Lehndorffstr. / Liepnitzstr., Berlin, Germany",,
"Stadthausstr. / Türrschmidtstr., Berlin, Germany",,
"Biesenhorster Sand, Berlin, Germany",,
"Türrschmidtstr. / Spittastr., Kernhofer Str., Berlin, Germany",,
"Walkürenstr. 3 / Odinstr. 14, Berlin, Germany",,
"Tierpark Friedrichsfelde, Berlin, Germany",,
"Str.142 Nr. 24 / am Teich KGALand in Sonne, Berlin, Germany",,
"Konrad-Wolf-Str. 92, Berlin, Germany",,
"John-Sieg-Str. 12-16, Berlin, Germany",,
"Schulze-Boysen-Str. / Stadtplatz, Berlin, Germany",,
"Schulze-Boysen-Str. / Brunnenanlage, Berlin, Germany",,
"Stegeweg / Fläche für Naturschutzfachl. Kompensationsmaßnahmen, Berlin, Germany",,
"Weideflächen zw. Siegfriedstraße 60 & Herzbergstr. 77, Berlin, Germany",,
"Weideflächen Biesenhorster Sand , Berlin, Germany",,
"Degner Platz, Berlin, Germany",,
"Otto-Marquardt-Str. 6-8, Berlin, Germany",,
"Einbecker Str.113 (Hof), Berlin, Germany",,
"Rummelsburger Bucht / G.-Holzmann-Str., Berlin, Germany",,
"Gedenkstelen / Am Tierpark 135, Berlin, Germany",,
"GA Herzberge / ggü. Haus 50, Berlin, Germany",,
"Schönefelder Chaussee/ Venusstraße Ag GA, Berlin, Germany",,
"Rummelsburger Bucht / Paul und Paula Ufer, Berlin, Germany",,
"NER Herzberge - ehem. Zeltlager, Berlin, Germany",,
"Gensler Str. 18 / Ecke  Werneuchner Str., Berlin, Germany",,
"Treskowallee / Gregoroviusweg, Berlin, Germany",,
"Treskowallee / Rheinpfalzallee, Berlin, Germany",,
"Hönower Str. 30 / östlich der Kita, Berlin, Germany",,
"Treskowallee / Wandlitzstr. /, Berlin, Germany",,
"Wartenberger Weg südlich Hechtgraben, Berlin, Germany",,
"Rahmengrün an KGA ""Paradies"", Berlin, Germany",,
"Lückstr. 52-53, Berlin, Germany",,
"Am Dorfteich Wartenberg / Grünanlage, Berlin, Germany",,
"GA um Kleinen Herzbergteich, Berlin, Germany",,
"Wartenberger Str. Wegeverbindung, Berlin, Germany",,
"Wartenberger Str./ am Mühlengrundteich I, Berlin, Germany",,
"Rudolf-Seiffert-Str. ggü. Nr. 26-28, Berlin, Germany",,
"Marksburgstr. / Sangeallee / Lisztstr, Berlin, Germany",,
"Am Haselbusch 2 Jo GA, Berlin, Germany",,
"Straße 6 Nr. 23-31 / Grünlage, Berlin, Germany",,
"Wege zw. Grüner Trift u. Stegeweg, Berlin, Germany",,
"Straße 2 / Straße 6 Nr. 32 /  Grünanlage, Berlin, Germany",,
"Wartenberger Str./am Mühlengrundteich II, Berlin, Germany",,
"Zachertstr. / Einbecker Str. / U-Bahnhof, Berlin, Germany",,
"Zachertstr. / Rummelsburger Str., Berlin, Germany",,
"Traberweg / Lehndorffstr., Berlin, Germany",,
"Rudolf-Seiffert-Str. Hof 6-24, Berlin, Germany",,
"Gotlindestr. 80 / Staudengarten, Berlin, Germany",,
"Wilhelm-Guddorf-Str. 10-18, Berlin, Germany",,
"Leuenberger Str. ggü. 4-10, Berlin, Germany",,
"Arendsweg 1, Berlin, Germany",52.5354503,13.5050623
"Bernhard-Bästlein-Str.5, Berlin, Germany",52.5282306,13.4812606
"Rudolf-Seiffert-Str. ggü.20-22 / Sporthalle, Berlin, Germany",,
"Karl-Lade-Str. 25-55 / LA 132-152, Berlin, Germany",,
"Franz-Jacob-Str. 33 / Grünanlage, Berlin, Germany",,
"Hendrichplatz südl., Berlin, Germany",,
"Am Wiesenrain/ Erpe Fr GA, Berlin, Germany",,
"Zingster Str. / Vorplatz Schwimmhalle, Berlin, Germany",,
"Grünanl. an KGA ""Am Volkspark Malchow e.V."", Berlin, Germany",,
"Arnimstr. / östl. KGA ""Feierabend"", Berlin, Germany",,
"Rummelsburger Bucht / Mittelpromenade, Berlin, Germany",,
"Quartierspark Randowstr. 11-13 / GA hochwertig, Berlin, Germany",,
"Weideflächen Herzberge, Berlin, Germany",,
"Franz-Stenzer-Str. 17/19, Hof, Berlin, Germany",,
"Elisabethstraße an d. Gleisschleife, Weg, Berlin, Germany",,
"Grünanlage Hönower Weiherkette, Berlin, Germany",,
"Marzahner Chaussee, nördl. Nr. 190, Berlin, Germany",,
"Raoul-Wallenberg-Straße, nördl./südl., Berlin, Germany",,
"Ludwig- Turek- Platz, Berlin, Germany",52.5215536,13.6100454
"Öffentliche Grünanlage, 2301453, Berlin, Germany",,
"Basdorfer Str. 18-34/Mühlenbecker Weg, Berlin, Germany",,
"Grünanlage Cleantech-Business-Park II, Berlin, Germany",,
"Grünfläche Spremberger Str., Berlin, Germany",,
"Weißenhöher Straße/ Märkische Allee, Berlin, Germany",,
"Weidenweg/ am Wäldchen Ag GA, Berlin, Germany",,
"Raoul-Wallenberg-Str./Landsberger Allee, Berlin, Germany",,
"Alice- Herz- Platz, Berlin, Germany",52.5141039,13.6074121
"Bruno-Baum-Straße - Grünzug Teil 2, Berlin, Germany",,
"Rasendreieck  Alte-Hellersdorfer Str., Berlin, Germany",,
"Schwarzwurzelstraße/Dessauer Straße, Berlin, Germany",,
"Altentreptower Str.- südlich bis Bahn, Berlin, Germany",,
"Kokoschkaplatz, Berlin, Germany",52.5379694,13.6062389
"Blumberger Damm 31/ 35, Berlin, Germany",52.5340493,13.5661185
"Gerdaplatz - öff. Platz, Berlin, Germany",,
"Pyramidenring - südlich, Berlin, Germany",,
