name,category,cuisine,address,lat,lon,website,phone,opening_hours,takeaway,wheelchair
Habana,restaurant,,"Grünberger Straße 57, 10245 Berlin",52.5118836,13.4567958,https://www.habana.berlin/,,,,yes
Gold 79,restaurant,vietnamese,"Frankfurter Allee 97, 10247 Berlin",52.5141004,13.4730329,,,,,
Hannibal,restaurant,italian,"Gärtnerstraße 29a, 10245 Berlin",52.5091398,13.4598832,,,"Su-Th 09:00-02:00, Fr,Sa 09:00-04:00",,yes
il Ritrovo,restaurant,italian;pizza,"Gabriel-Max-Straße 2, 10245 Berlin",52.5095667,13.4580847,,,Mo-Su 12:00-21:00,,no
Caramello,cafe,ice_cream;coffee_shop,"Wühlischstraße 31, 10245 Berlin",52.5097761,13.457186,,,Su-Th 11:00-22:00; Fr-Sa 11:00-01:00,,no
Himmelreich,bar,,"Simon-Dach-Straße 36, 10245 Berlin",52.5102582,13.4566212,,,,,yes
Intimes,cafe,,"Boxhagener Straße 107, 10245 Berlin",52.5128318,13.4582338,,,10:00+,,yes
Lemongrass,restaurant,asian,"Simon-Dach-Straße 2, 10245 Berlin",52.5124786,13.4571679,,,"Mo-Su,PH 12:00-23:00",,yes
TAT,restaurant,asian,"Niederbarnimstr. 17, 10247 Berlin",52.5133893,13.4586453,https://tat-berlin.de,+493029009920,Mo-Su 11:30-23:00,,yes
Ysy,bar,,,52.5158118,13.4591706,,,,,
Meet Saigon,restaurant,vietnamese,"Frankfurter Allee 21, 10247 Berlin",52.5158783,13.458543,,,,,yes
Café Tasso,cafe,,,52.5160258,13.4570212,https://www.cafe-tasso.de/,,Mo-Sa 10:00-19:00,,yes
Lauschangriff,bar,,,52.5182491,13.4553049,,,,,
Seth,restaurant,pakistani;indian,"Proskauer Straße 29, 10247 Berlin",52.5172556,13.4608879,,,Sa-Th 12:00-23:00+; Fr 15:30-23:00+,,no
Koy,restaurant,thai,"Rigaer Straße 26, 10247 Berlin",52.5168019,13.4621382,https://koy-restaurant.de,+49 30 40043988,Mo-Su 11:30-23:00,yes,yes
Brunchella,cafe,,,52.5166158,13.4631774,,,"Mo-Fr 09:00-17:00; Sa,Su 09:30-17:00",,
Anastasia,restaurant,russian,"Schreinerstraße 51, 10247 Berlin",52.5174079,13.4658508,http://www.restaurant-anastasia.de,,"Mo-Su,PH 12:00+",,yes
Papaleo,restaurant,italian,"Bänschstraße 67, 10247 Berlin",52.517967,13.467624,,,Tu-Sa 16:00-23:00; Su 16:00-22:30,yes,no
Asahi Sushi,restaurant,sushi;vietnamese,10247 Berlin,52.5153424,13.471852,,,"Mo-Fr 11:00-23:00, Sa,Su 13:00-23:00",,limited
Yogi Haus,restaurant,indian,"Rigaer Straße 52, 10247 Berlin",52.5151203,13.4716078,https://yogihaus.de/,+49 176 41904779,"PH,Mo-Su 12:00-24:00",,limited
Shanghai,restaurant,chinese,"Weichselstraße 36, 10247 Berlin",52.5138719,13.4709298,,,Mo-Su 12:00-22:30,,no
Stara Kuća,restaurant,,"Alt-Pichelsdorf 30-32, 13595 Berlin",52.5119508,13.1979481,http://www.stara-kuca.de,+49 30 36432887,Tu-Su 13:00-20:00,,no
Lagunen-Eck,restaurant,,,52.4318874,13.7133375,,,,,
Restaurant Athos,restaurant,greek,"Gudrunstraße 5A, 10365 Berlin",52.5129887,13.5012738,,+49 30 86388169,"Tu-Su,PH 11:30-23:00",yes,no
Kurhaus Korsakow,restaurant,,"Grünberger Straße 81, 10245 Berlin",52.5112327,13.4608889,,,"Mo-Fr 17:00+, Sa-Su,PH 09:00+",,limited
Zeitgeist,bar,,"Gärtnerstraße 15, 10245 Berlin",52.5111838,13.4613046,,,,,
Trattoria Cinque,restaurant,italian,,52.5113289,13.4585625,,,Mo-Su 12:00-23:00,,
Euphoria,restaurant,,"Grünberger Straße 60, 10245 Berlin",52.5116145,13.4567297,,+49 30 29004683,Mo-Su 09:00+,,yes
li.ke,restaurant,thai,"Grünberger Straße 69, 10245 Berlin",52.5115943,13.4586892,https://www.likethaivegan.de,+49 30 29009428,Mo-Su 12:00-22:00,,yes
Aklé,restaurant,,"Kopernikusstraße 22, 10245 Berlin",52.5103281,13.4545378,,,Mo-Su 11:30-24:00,,no
Zeus Pizza & Pide,restaurant,turkish;italian;pizza,"Boxhagener Straße 30, 10245 Berlin",52.5124065,13.459095,https://www.zeuspizzeria.de/,+49 30 29009100,Mo-Sa 15:30-23:00; Su 14:00-23:00,,yes
Ristorante Da Toni,restaurant,italian,"Pariser Straße 18a, 10707 Berlin",52.4982635,13.3190018,,,,,no
Hasir,restaurant,turkish,,52.5382994,13.2067559,,,"PH,Mo-Su 10:00-24:00",,limited
Aroma,restaurant,chinese,"Kantstraße 35, 10625 Berlin",52.5063437,13.3155769,https://www.aroma-kantstrasse.de/,+443037591628,Th-Tu 14:00-02:00,,yes
Tapas Bar,restaurant,spanish,"Grolmanstraße 52, 10623 Berlin",52.507193,13.3216137,,,"Mo-Th 16:00-01:00, Fr-Sa 16:00-02:00, Su 11:00-01:00",,no
Café Lutetia,cafe,,"Jüdenstraße 10, 13597 Berlin",52.5370841,13.2019954,,,"Mo off; Tu-Th,Su 10:00 - 00:00; Fr,Sa 10:00 - 2:00",,limited
Charlotte,bar,,"Charlottenstraße 14a, 13597 Berlin",52.5372124,13.2022687,http://www.cbb-charlotte.de,+49 30 3331000,,,limited
Lalibela,restaurant,,,52.4953274,13.4303555,,,Mo-Su 14:00-22:00+,,
Cocochu,restaurant,vietnamese,"Paul-Lincke-Ufer 23, 10999 Berlin",52.4940969,13.4286005,,,Mo-Su 11:30-23:30,,yes
Olivio,restaurant,italian,Schönleinstraße 29,52.4919428,13.4211845,,+493061101695,"Mo-Fr 12:00-22:00, Su 12:00-22:00",yes,no
La La,restaurant,,"Dieffenbachstraße 11, 10967 Berlin",52.4929941,13.4143954,,,,,
Melissa,restaurant,kebab,"Corinthstraße 58, 10245 Berlin",52.4989849,13.4642845,,,"Mo-Su,PH 08:00-02:00",,no
Das kleine Eiswerk,cafe,ice_cream,"Hultschiner Damm 76, 12623 Berlin",52.4820047,13.6015579,https://www.kleines-eiswerk.de/,+49 1520 7001419,"Mo-Su,PH 12:00-18:00",,no
Athena Roma,restaurant,,"Jenny-Lind-Straße 7, 13189 Berlin",52.5609827,13.4237284,https://www.athena-roma.de/,+49 30 40 10 68 40,Mo-Su 12:00-23:00,,limited
Chay Long,restaurant,asian,"Graefestraße 20, 10967 Berlin",52.4925901,13.4171934,,,,,
Pars,cafe,,"Grolmanstraße 53, 10623 Berlin",52.5074506,13.3213947,https://www.pars.berlin/,+49 30 44708386,We-Sa 18:30-23:00,,limited
Gaststätte G7,restaurant,german,"Gatower Straße 7, 13595 Berlin",52.5203123,13.1877687,,,,,no
Trattoria Da Pia,restaurant,italian,"Naugarder Straße 45 II, 10409 Berlin",52.542687,13.4382723,https://www.trattoria-da-pia.de,,,,yes
booze bar berlin,bar,,"Boxhagener Straße 105, 10245 Berlin",52.5127422,13.458706,,,Su-Th 19:00-02:00; Fr-Sa 19:00-04:00,,limited
The Hummus Club,restaurant,falafel;lebanese,"Boxhagener Straße 29, 10245 Berlin",52.5124653,13.4588561,,,,,yes
Burger Jam,restaurant,sausage,"Boxhagener Straße 29, 10245 Berlin",52.5124787,13.4587818,,,Mo-Su 12:30-18:00+,,limited
Zoena,cafe,austrian,Berlin,52.4978961,13.3230488,,,Mo-Su 10:00-20:00,,limited
Sweet2go,cafe,ice_cream;cake,"Pfalzburger Straße 79, 10719 Berlin",52.4979575,13.3228653,https://sweet-2-go.com/,+49 30 530 51 519,Mo-Su 10:00-18:00,,yes
Asiana Village,restaurant,asian,,52.5953151,13.3353055,,,Tu-Th 12:00-21:00; Fr-Sa 12:00-22:00; Su 12:00-21:00,,yes
Müggelsee-Terrassen Rübezahl,restaurant,,,52.4268637,13.6290994,,,May-Sep: We-Su 11:30-21:00; Oct-Apr: We-Su 12:00-19:30,,yes
Pascarella,restaurant,italian,"Schlüterstraße 69, 10625 Berlin",52.5076989,13.3180576,,,12:00-24:00,,yes
George's Steakhouse,restaurant,steak_house,,52.4977937,13.3246353,,,"PH,Mo-Su 11:30-23:59",,
Berlin Burrito Company,restaurant,mexican,"Kantstraße 51, 10625 Berlin",52.506665,13.3098529,https://www.berlin-burrito-company.de/,030 55 60 80 87,"Mo-Th,Su 12:00-22:00; Fr-Sa 12:00-23:00",,limited
Quasimodo,bar,,"Kantstraße 12A, 10623 Berlin",52.5059347,13.3283712,,,,,no
Da Mingiu,restaurant,italian,,52.5924426,13.3263936,,,"PH,Mo-Su 12:00-23:00",,yes
Jäger & Lustig,restaurant,regional,"Grünberger Straße 1, 10243 Berlin",52.5134101,13.4480647,,,Mo-Su 12:00-00:00,,yes
Plancha II,restaurant,,,52.5417561,13.1993753,,+49 30 35304415,,,no
Schützen-Wirtin,restaurant,regional,,52.4147548,13.1769686,,,"We-Fr 12:00-18:00; Sa 10:00-18:00; Su 12:00-18:00; Mo,Tu off",,
Sommercafé Kladow,cafe,coffee_shop;cake;regional,"Lüdickeweg 1, 14089 Berlin",52.4445732,13.1306758,,,"Apr Fr[1]-Oct Su[1] PH,Fr-Su 10:00-18:00",,yes
QBA,restaurant,cuban,"Oranienburger Straße 45, 10117 Berlin",52.5259949,13.3894424,http://www.qba-restaurant.de/,,"Mo-Th 16:00-00:00, Fr,Sa 16:00-03:00, Su 16:00-24:00",,no
The Coffee Shop,cafe,coffee_shop,"Werderscher Markt 1, 10117 Berlin",52.5152592,13.3983179,,,Mo–Fr 08:00-17:00,,yes
Café im Alten Museum,cafe,,,52.5191167,13.3985266,,,"PH,Tu-Su 10:00-18:00",,limited
Il Casolare,restaurant,italian;pizza,"Grimmstraße 30, 10967 Berlin",52.4949133,13.4155131,,,"17:00-24:00, Su 12:00-24:00",,limited
Bar im Wasserturm,bar,,"Waldowstraße 20, 13053 Berlin",52.547659,13.4887104,,,,,
Tales Untold,cafe,,"Am Comeniusplatz 1, 10243 Berlin",52.5123446,13.4479958,https://talesuntold.de/,,Di-Su 10:00-23:00,,yes
Tudo,cafe,bubble_tea,,52.5213767,13.4096608,https://tudo.berlin/,03027592932,Mo 11:00-21:00; Tu-Su 11:00-22:00,,yes
Kiez Kaffee Kraft,cafe,coffee_shop,"Schivelbeiner Straße 23, 10439 Berlin",52.5511873,13.4040715,https://www.kiezkaffeekraft.de/,,08:30-18:00,yes,limited
Rossini III,restaurant,german;italian;mexican,"Hultschiner Damm 238, 12623 Berlin",52.4955607,13.6113563,,+49305675283,,,limited
Marjan Grill,restaurant,croatian,"Bartningallee , 10557 Berlin",52.5200654,13.3469194,,,"We,Th,Su,Mo 12:00-23:00, Fr,Sa 12:00-24:00",,yes
Overcomer Bubble Tea,cafe,,,52.4513354,13.2825941,,,Mo-Sa 11:00-19:00,,
Billardsalon Köh,bar,,"Sophienstraße 6, 10178 Berlin",52.5252025,13.4018544,,,"Mo-Sa 17:00+, Su 16:00+",,yes
Fourty Years,restaurant,,"Dieffenbachstraße 52, 10967 Berlin",52.4923209,13.4182784,,,,,
Schönes Café,cafe,,"Dieffenbachstraße 54, 10967 Berlin",52.4923642,13.418062,http://www.schoenescafe.de,+49 30 91442410,Mo-Fr 11:00-16:00,,no
datscha,restaurant,russian,"Graefestraße 83, 10967 Berlin",52.4938768,13.4186675,,,"Mo-Su,PH 10:00-01:00",,no
Narr-Bar,cafe,,"Böckhstraße 24, 10967 Berlin",52.4931596,13.4203993,,,,,no
Bahar Restaurant,restaurant,afghan;persian,"Hauptstraße 112, 10827 Berlin",52.4814663,13.3483784,https://bahar-berlin.de/,,Mo-Th 11:00-23:00; Fr-Su 11:00-24:00,,no
Ristorante Pantalone,restaurant,italian,,52.6331209,13.2886358,,,12:00-24:00,yes,no
Ristorante Da Guiliano,restaurant,italian,"Berliner Straße 92, 13507 Berlin",52.5881097,13.2855979,,,,,no
"Hax`nhaus
Tegernseer Tönnchen",restaurant,german,"Alt-Tegel 2, 13507 Berlin",52.5897918,13.2822617,https://www.haxnhaus-tegel.de/,+49 30 4339034,"PH,Mo-Su 11:30-23:00",,no
Restorante Pescara,restaurant,italian,"Falkenhagener Straße 1, 13585 Berlin",52.5442796,13.2040241,https://www.ristorante-pescara.de/,+49 30 3354081,"Mo-Fr 17:00-24:00; Sa, Su 12:00-24:00",,no
Omonia Treff,restaurant,greek,"Schönwalder Straße 111, 13585 Berlin",52.544422,13.2043698,,+49 30 3361621,Mo-Su 14:00-22:00,,limited
Yes Haus,restaurant,thai,"Berliner Straße 109, 13467 Berlin",52.6196845,13.3134918,,,Tu-Su 12:00-22:00,yes,limited
Zum Kühlen Grunde,restaurant,,"Lotosweg 88, 13467 Berlin",52.6178576,13.3270593,,+493040584815,,,
Gasthof Alter Dorfkrug Lübars,restaurant,,"Alt-Lübars 8, 13469 Berlin",52.6201531,13.3563271,http://www.gasthof-alter-dorfkrug.de,+49 30 92210230,We-Su 12:00-22:00,,yes
Graffiti,restaurant,international;ice_cream,"Kurfürstendamm 69, 10707 Berlin",52.5003573,13.3075025,,,,,limited
Café Bilderbuch,cafe,breakfast;coffee_shop,"Akazienstraße 28, 10823 Berlin",52.4866549,13.3551643,,,Mo-Sa 09:00-00:00; Su 10:00-00:00,,limited
Sotto,restaurant,italian;noodles;pizza,"Neue Hochstraße 25, 13347 Berlin",52.5428561,13.3764121,,+49 3074783419,We-Su 17:00-22:00,yes,limited
Julius,restaurant,coffee_shop,"Gerichtstraße 31, 13347 Berlin",52.544969,13.3682112,https://juliusberlin.de/,,"We 19:00-23:00; Th-Su 10:00-17:00, 19:00-23:00",,yes
Rocco,restaurant,international,"Kaiserdamm 109, 14057 Berlin",52.5103534,13.291892,,,09:00-24:00,,yes
Metropol,cafe,,,52.5254302,13.4455523,,,,,
Il Giardino,restaurant,italian,"Hackerstraße 3, 12161 Berlin",52.4666443,13.3249631,https://il-giardino-berlin.com,+49 30 98430257,"Mo-Su,PH 12:00-00:00",,no
Ristorante Italiano,restaurant,italian,"Landsberger Allee 101, 10407 Berlin",52.5278248,13.4517323,https://italiano-ristorante.de/,+49-30-423 4236,Mo-Su 11:30-24:00,,
Viet Bowl,restaurant,vietnamese,"Straßmannstraße 41, 10249 Berlin",52.5232113,13.4533349,,,Mo-Su 11:30-23:00,,no
Ja Dilo,cafe,cake,"Petersburger Straße 45, 10249 Berlin",52.5223054,13.4509232,,,,,no
Lemongrass,restaurant,asian,"Anklamer Straße 38, 10115 Berlin",52.5352762,13.3993689,,,Mo-Su 12:00-23:00,yes,limited
caffe e cioccolata,cafe,,"Anklamer Straße 41, 10115 Berlin",52.5351623,13.3986537,,,Mo-Fr 09:37-17:54; Sa 10:28-15:20,,no
La Lúcuma,cafe,,"Granseer Straße 8, 10435 Berlin",52.536814,13.402935,,,Tu-Fr 14:30-24:00; Sa 13:00-23:00; Su 15:00-21:00,,no
Cup Arkona,cafe,,"Arkonaplatz 10, 10435 Berlin",52.5373544,13.4007116,http://www.cup-arkona.de/,,"Mo-Fr 08:00-19:30; Sa-Su,PH 09:00-19:30",yes,limited
Restaurant Meteora,restaurant,greek,"Jacobsohnstraße 23, 13086 Berlin",52.5557801,13.4342268,,,,,limited
Lakeside,restaurant,german,"Wilkestraße 1, 13507 Berlin",52.5884273,13.2747189,,,Mo-Su 12:00+,,limited
Cafe Fräulein Dietrich,cafe,,"Fürstenberger Straße 14, 10435 Berlin",52.5373736,13.4040229,,+49 176 34538424,Tu-Su 09:00-18:00,yes,limited
Fedora,cafe,ice_cream,"Müllerstraße 28, 13353 Berlin",52.5472409,13.3580798,,,Mo-Th 15:00-22:00; Fr 15:00-23:00; Sa 13:00-23:00; Su 13:00-22:30,,yes
Krua Thai,restaurant,thai,"Luxemburger Straße 4, 13353 Berlin",52.5458705,13.3578292,,,Mo-Fr 12:00-23:00; Su 15:00-23:00,,limited
Machiavelli,restaurant,italian,"Albrechtstraße 13, 10117 Berlin",52.5213052,13.385266,,,10:00-01:00,,limited
BLOCK HOUSE,restaurant,steak_house,"Karl-Marx-Allee 91, 10243 Berlin",52.5177087,13.440444,https://www.block-house.de/,,"Su-Th 12:00-22:00; Fr,Sa 12:00-23:00",,limited
Gerdan's Café,cafe,regional,"Rudower Chaussee 26, 12489 Berlin",52.4310052,13.5319872,,,Mo-Fr 09:00-15:00,,yes
Green Curve,restaurant,regional,"Volmerstraße 9, 12489 Berlin",52.4296331,13.5374711,https://vecu-berlin.com/green-curve-berlin,+4915170828695,Mo-Fr 8:80-14:80,,yes
Nawab,restaurant,indian,"Mühsamstraße 54, 10249 Berlin",52.5201134,13.449987,,,Mo-Su 12:00-23:00,,yes
Pomodorino,restaurant,pizza;italian,"Straßmannstraße 21, 10249 Berlin",52.5222924,13.4497069,https://www.pomodorino.de,+49 30 60930449,Mo-Su 13:00-24:00,yes,no
Hee Lam Mun,restaurant,chinese,,52.4599593,13.3121913,http://www.heelammun.de/,,"Tu-Su,PH 12:00-23:00; Mo off",,no
Viale dei Tigli,restaurant,italian,"Wilhelmstraße 75, 10117 Berlin",52.5148686,13.3811135,,,Mo-Su 12:00-24:00,,limited
Deck 5,bar,,Greifenhagener Straße 47,52.5493859,13.4164647,http://www.freiluftrebellen.de/en/,,,,no
Ristorante Avellino,restaurant,italian,"Grunowstraße 21, 13187 Berlin",52.5689318,13.4089817,https://ristorante-avellino.de,+49 30 505 669 80,Mo-Su 12:00-23:00,,yes
Espresso House,cafe,coffee_shop,"Schönhauser Allee 116, 10439 Berlin",52.5498572,13.4132889,https://de.espressohouse.com/find-us/schonhauser-allee,,Mo-Fr 06:30-21:00; Sa-Su 07:30-21:00,yes,yes
Erdton Zen,restaurant,,"Friedrichsberger Straße 39 / 1, 10249 Berlin",52.5217,13.4352292,,,Mo-Fr 11:00-22:00; Sa 12:00-22:00; Su 10:00-22:00,,no
Qadmous,restaurant,oriental;lebanese;arabic,"Am Friedrichshain 1, 10407 Berlin",52.5296371,13.4363335,https://www.qadmous.de/,+49 30 4246255,"Mo-Th 12:00-24:00, Fr-Sa 12:00-01:00, Su 11:00-24:00",,no
Lang Van II,restaurant,,"Karl-Marx-Allee 108, 10243 Berlin",52.5163455,13.4455639,,,"Mo-Fr 10:00-22:00; Sa,Su 11:00-22:00; PH 12:00-22:00",,
Nauta,restaurant,peruvian;japanese;nikkei,"Kastanienallee 49, 10119 Berlin",52.534207,13.405011,http://nautaberlin.com/,,We-Sa 19:30-00:00 off,,no
Aapka,restaurant,indian,"Kastanienallee 50, 10119 Berlin",52.5339909,13.4048341,,,"Mo-Fr 16:00-23:00; Sa,Su 12:00-23:00",,no
macke prinz,bar,,"Zionskirchstraße 39, 10119 Berlin",52.534462,13.404733,,,Mo-Su 13:00-03:00,,yes
Dubrovnik-Grill,restaurant,,"Berliner Straße 54, 13507 Berlin",52.5767714,13.2936581,,,"Mo-Sa 11:30-22:30, Su,PH 11:30-22:00",,limited
Cantina,restaurant,,,52.5326585,13.4528749,,,,,no
W Der Imbiss,restaurant,indian;mexican;italian,"Kastanienallee 49, 10119",52.5342862,13.4050916,https://w-derimbiss.de/,,"Su-Th 12:00-22:00; Fr,Sa 12:00-23:00",,no
Al Parco,restaurant,italian,"Danziger Straße 209, 10407 Berlin",52.5298272,13.4447868,,,,,limited
Sportsbar,restaurant,,,52.5963736,13.3461978,,,,,
Blaue Adria,restaurant,croatian,,52.5286027,13.4491113,,,"Tu-Fr 16:00-23:30; PH,Sa,Su 11:30-23:30; Mo off",,no
Café Viktoria,cafe,,,52.4562032,13.307115,,,,,yes
Happy Buddha,restaurant,chinese,"Marienfelder Allee 145, 12279",52.4137071,13.3637958,,,"We-Su 12:00-22:00; Mo,Tu off",,limited
Colombina,restaurant,italian;pasta;pizza,"Marienfelder Allee 146, 12279",52.4134914,13.3624551,https://colombina.eatbu.com/?lang=de,+49307216016,Su 13:00-21:00; Tu-Sa 16:00-23:00,,yes
Adrijana Grill,restaurant,croatian,,52.4131836,13.3634937,,,Mo-Su 12:00-21:00,,limited
Eiscafe Europa,cafe,ice_cream;coffee_shop,"Marienfelder Allee 146, 12279 Berlin",52.4133405,13.3629671,https://www.ital-eis-europa.de/,+49 30 721 74 95,,,yes
La Luna,restaurant,italian,,52.4141666,13.3635792,,,,,
Salon Babette,bar,,"Karl-Marx-Allee 36, 10178 Berlin",52.5195057,13.4234314,,,"Tu-Th 18:00-24:00; Fr,Sa 17:00-01:00",,
Palace,restaurant,lebanese,"Spandauer Damm 3, 14059 Berlin",52.5192592,13.2986637,,,,,limited
La Bigoudène,restaurant,crepe;french,"Zionskirchstraße 28, 10119 Berlin",52.534363,13.403029,,+493024729110,Mo-Sa 18:00-23:00; Su 12:00-23:00,,no
Lotus Cafe,cafe,,,52.5175686,13.4238976,https://www.lotos-vihara.de/,+49 30 27583212,Mo-Fr 12:00-19:00; Su 15:00-19:00,,
Atame,restaurant,spanish,"Dircksenstraße 40, 10178 Berlin",52.5235718,13.4068594,http://atame-tapasbar.de,+49 30 98390591,Mo-Fr 13:00-24:00; Sa 16:00-24:00; Su off,,no
Hangi Sushi,restaurant,asian,,52.534069,13.404568,,,"Tu-Fr 12:00-15:00,17:00-22:00; Sa,Su,PH 17:00-22:00; Mo off",,yes
La Focacceria,restaurant,italian,"Fehrbelliner Straße 24, 10119 Berlin",52.5336497,13.4034671,,,Mo-Su 11:00-19:00,,limited
Thai Sushi & More,restaurant,thai,"Zionskirchstraße 44, 10119 Berlin",52.533767,13.405399,,,"Mo-Fr 12:00-22:00; Su,PH 13:00-22:00; Sa off",,no
St. Oberholz,cafe,coffee_shop,"Rosenthaler Straße 72, 10119 Berlin",52.5295304,13.4017825,,,"Mo-Th 08:00-24:00, Fr 08:00-03:00, Sa 09:00-03:00, Su 09:00-24:00",yes,limited
Satyam,restaurant,indian,"Goethestraße 5, 10623 Berlin",52.5089244,13.3220054,,,Mo-Sa 12:00-24:00; Su 11:00-24:00,,yes
Moghul,restaurant,indian,"Akazienstraße 5, 10823 Berlin",52.4870643,13.3552616,http://moghul-berlin.de,,"Mo-Su,PH 12:00-24:00",,no
papaya,restaurant,thai,"Südstern 14, 10965 Berlin",52.4885454,13.4073498,,,"Mo-Su,PH 12:00-16:00, 17:00-23:00",,yes
Süß war gestern,bar,,"Wühlischstraße 43, 10245 Berlin",52.5086027,13.4610994,,,Mo-Su 19:00-05:00,,limited
Ständige Vertretung,restaurant,german,"Schiffbauerdamm 8, 10117 Berlin",52.5212101,13.3853311,,,10:30-01:00,,limited
Adonia,restaurant,,"Albrechtstraße 14b, 10117 Berlin",52.5215872,13.3850713,,,,,no
Volver,restaurant,spanish,"Luisenstraße 41, 10117 Berlin",52.5223526,13.379881,http://www.volver-tapas.de/,,Mo-Fr 18:00-23:00; Sa 18:00-24:00,,no
Vincent Piano Bar,bar,,"Schiffbauerdamm 6, 10117 Berlin",52.5215879,13.38609,http://vincent-bar.de/hauptseite/,,,,no
Vaporetto,restaurant,italian,"Albrechtstraße 12, 10117 Berlin",52.5210049,13.3850412,https://www.vaporetto-berlin.de,,Mo-Su 12:00+,,yes
Zimt & Zucker,cafe,,"Schiffbauerdamm 12, 10117 Berlin",52.5206164,13.384282,https://zimtundzucker.com,,Mo-Su 08:00-17:00,,limited
Anand,restaurant,indian,"Albrechtstraße 12, 10117",52.5212138,13.3849693,https://restaurant-anand.de/,+49 30 40054759,Mo-Su 12:00-22:30,,yes
Vapiano,restaurant,italian,,52.5101889,13.376349,,,"Mo-Th 11:00-22:30; Fr,Sa 11:00-23:00; Su,PH 11:00-22:30",,limited
Cinque,restaurant,italian,"Reinhardtstraße 27 D, 10117 Berlin",52.5228146,13.3824135,https://www.ristorante-cinque.de/,+49 30 28096224,"Mo-Sa 11:30-01:00, Su 16:00+",,yes
Café Albrecht,cafe,german,"Reinhardtstraße 23, 10117 Berlin",52.5230929,13.3837544,https://www.cafe-albrecht.com/,,Mo-Fr 07:00-18:00; Sa 08:00-17:00; Su 08:00-16:00,,yes
Dehlers,restaurant,,"Reinhardtstraße 14, 10117 Berlin",52.5236266,13.3853444,,,,,
Van-Long,restaurant,thai;vietnamese,,52.5238004,13.3865223,http://www.van-long.de/,,Mo-Fr 11:30-21:00; Sa 17:00-22:00; Su off,,no
Akito,restaurant,japanese,,52.5238713,13.3868725,,,"Mo-Fr 10:30-22:15; Sa 13:00-22:15; Su 13:00-21:00 ""nur Express""; PH off",,no
Roma,restaurant,italian,"Friedrichstraße 129, 10117 Berlin",52.5250993,13.3871462,,,Mo-Su 11:30-00:00,,limited
Espresso Ambulanz,cafe,coffee_shop,"Oranienburger Straße 51, 10117 Berlin",52.5260119,13.3880152,,,08:00-20:00,,no
Sausalitos,restaurant,mexican,"Oranienburger Straße 50, 10117 Berlin",52.5261784,13.3886693,,,"Mo-Th 12:00-24:00, Fr 12:00-02:00, Sa 17:00-02:00, Su 17:00-24:00",,limited
Bombay,restaurant,indian,"Friedrichstraße 106c, 10117 Berlin",52.5231491,13.3884968,https://www.bombay-berlin.de/,+49 30 28484953,,,yes
Peter Pane,restaurant,burger,"Friedrichstraße 101, 10117 Berlin",52.5208138,13.3884622,,,11:00+,,yes
Wolke,cafe,german;turkish,"Rubensstraße 108, 12157 Berlin",52.4650127,13.3441689,,+49 30 80107657,Apr-Oct: 08:00-18:30; Nov-Mar: 08:00-17:30,,limited
N/A,cafe,,"Lucy-Lameck-Straße 32, 12049 Berlin",52.4838008,13.4225619,,,,,yes
Saigon Kitchen 1985,restaurant,vietnamese,"Kaiser-Wilhelm-Straße 3, 12247 Berlin",52.4297742,13.3333174,,,,,
La Montanara,restaurant,italian,"Leonorenstraße 67, 12247 Berlin",52.4390321,13.3440299,http://www.montanara.de/,+49 30 7741729,Mo-Su 12:00-24:00,,limited
Zoki's,restaurant,,,52.4396315,13.3422947,,,"PH,Mo-Su 09:30-23:00+",,yes
Monsieur Toche,cafe,german,"Albrechtstraße 19, 10117 Berlin",52.5223826,13.384463,,,7:30-18:00,,no
Aux Delices Normands,cafe,,,52.4483263,13.276018,,,Mo-Fr 06:30-18:00; Sa-Su 07:00-18:00,,limited
Feuerstein,cafe,,"Veteranenstraße 22, 10119 Berlin",52.5331919,13.4008848,,,,,yes
Café Fleury,cafe,breakfast;cake;french,"Weinbergsweg 20, 10119 Berlin",52.5312177,13.4022416,https://cafe-fleury.eatbu.com/?lang=en,+49 30 44034144,Mo-Su 09:00-19:00,,no
Lokal,restaurant,german,"Linienstraße 160, 10115",52.5278753,13.394901,http://lokal-berlin.blogspot.com,+49 30 28449500,Mo-Su 17:00-24:00,,no
