osm_type,osm_id,name,addr_street,addr_housenumber,addr_postcode,addr_city,opening_hours,wheelchair,phone,email,website,lat,lon
node,9397831459,Zahnarztpraxis Tobias Bahr + Susanne Jung,Florastraße,78,13187,Berlin,"Mo, Tu, Th 09:00-19:00; We 13:00-19:00; Fr 09:00-12:00",no,,,,52.5657189,13.4027701
node,9404797519,Zahnärzte im Bismarckviertel,Lauenburger Straße,2,12157,Berlin,Mo-Fr 08:00-18:00,,+49 30 7912501,,https://www.zahnaerzteimbismarckviertel.de/,52.4637473,13.3352507
node,9420355139,Dipl.-Stom. Sabine Mansfeld,Berliner Allee,82,13088,Berlin,Tu 11:00-19:00; Th 08:00-14:00; Fr 08:00-12:00,,+49 30 9246064,praxis@eschner-mansfeld.de,https://eschner-mansfeld.de,52.5492363,13.4560657
node,9420708924,Dr. Farina Fenske,Herbert-Baum-Straße,5,13088,Berlin,"Mo,Tu 11:00-19:00; We 09:00-13:00; Th 09:00-16:00",,+49 30 9250625,info@dr-fenske.de,https://dr-fenske.de/,52.5488994,13.4561336
node,9429184192,Romina Sjølund,Kurfürstendamm,130,10711,Berlin,,,,,,52.4970431,13.2920592
node,9429571795,Zahnarztpraxis Perić,Karl-Marx-Straße,175,12043,Berlin,"Mo-Fr 08:30-12:00, Mo,Tu,Th 13:30-16:30, Fr 13:30-16:00",,+49 30 6148031,,,52.4745727,13.4403608
node,9429571799,Zahnarzt M. Abo Hamada,Finowstraße,25a,12045,Berlin,"Mo,Th 09:00-17:00;Tu 11:00-19:00;We 09:00-15:00;Fr 09:00-13:00",,+49 30 6875077,,,52.4821722,13.4426533
node,9434234316,ZA Dembinski/Reinnagel,Kissingenstraße,45,13189,Berlin,Mo-Th 08:00-18:00; Fr 08:00-11:00,no,,,http://www.pankow-zahnarzt.de/,52.5668298,13.4168158
node,9436903921,Integrative Kieferorthopädie König,Stubnitzstraße,1,13189,Berlin,"Mo 10:00-13:00, 14:00-18:00; Tu,We 10:00-13:00, 14:00-19:00;Th 09:00-14:00",no,+49 30 91745061,info@integrative-kieferorthopaedie.de,https://www.integrative-kieferorthopaedie.de,52.5667939,13.4165939
node,9448502492,Dental21 Berlin Friedrichshain,Eldenaer Straße,26,10247,Berlin,Mo-Th 08:00-19:30; Fr 08:00-14:30,,+493083797905,,https://www.dental21-friedrichshain.de/,52.5201654,13.4683999
node,9461140237,B. P. Wylutzki;Ariane Bauch,Lepsiusstraße,54,12163,Berlin,,,,,https://www.zaehne.org/,52.4613881,13.3176156
node,9461140248,Pia Mocker,Zimmermannstraße,34,12163,Berlin,,,,,,52.4598832,13.3210174
node,9461140253,"Dr. Thorsten Gehrke, Carola Busse-Gehrke",Zimmermannstraße,2,12163,Berlin,,,,,https://paropraxisberlin.de/,52.4596865,13.3225261
node,9461408625,Matthias Schulze,Schloßstraße,26,12163,Berlin,,,,,,52.4595703,13.3229075
node,9461408628,J. Schafir,Schloßstraße,22,12163,Berlin,"Mo,Tu,Th 09:00-13:00, Fr 09:00-14:00, Mo,Tu,Th 15:00-19:00, We 13:00-19:00",,,,https://zahnarzt-schafir.de/,52.4601375,13.323462
node,9461579635,Zahnarztpraxis Blümel & Dahlem,Schloßstraße,107-108,12163,Berlin,"Mo,Th 11:00-19:00; Tu,We 08:00-15:00; Fr 08:00-14:00",,,,https://zahnaerzte-in-steglitz.de,52.4606648,13.3248299
node,9461579642,Praxisgemeinschaft Dickhardtstraße,Dickhardtstraße,42,12161,Berlin,"Mo,Fr 08:00-13:00; Tu-Th 13:00-19:00",,+49 30 8515000,,https://www.zahnarzt-friedenau-berlin.de/,52.4677074,13.3350024
node,9461788108,Dr. med. dent. Eva Helldörfer,Amendestraße,109,13409,Berlin,"Mo, Th 09:00-18:00; Tu 11:00-19:00",,+4930 4962021,,,52.5675086,13.362953
node,9461900800,Dr. Kurt Feierl,Residenzstraße,10,13409,Berlin,Mo-Fr 09:00-18:00,,,,,52.5721741,13.3595313
node,9461900891,,,,,,,,,,,52.5685943,13.3611992
node,9500078395,Zahnarztpraxis am Olivaer Platz,,,,,Mo-Th 08:00-20:00; Fr 08:00-14:00,yes,,,,52.4971328,13.3129392
node,9502948681,Zahnarztpraxis Dr. Gamig,,,,,,,,,,52.4945575,13.3102531
node,9502968275,matern dental,,,,,,,,,,52.4946131,13.3102691
node,9504263793,Zahnärztin Berlin Weissensee,Smetanastraße,16,13088,Berlin,Mo-Fr 09:00-18:00,no,,,https://www.zahnaerztin-berlin-weissensee.de/,52.548494,13.4589888
node,9505635795,Karl Wasserkampf,,,,,"Mo,We 10:00-18:00; Tu,Th,Fr 09:00-15:00",,,,,52.4958552,13.3107627
node,9505688602,Dr. Siebert,,,,,,,,,,52.499994,13.3163677
node,9506134389,Monika Nowak,,,,,,,,,,52.4991631,13.3084829
node,9509428765,Zahnarztpraxis Heidt,,,,,"Mo,Tu,Th 10:00-14:00,15:00-19:00; We,Fr 09:00-14:00",,,,,52.497127,13.3218457
node,9510054932,Zahnarztpraxis Lisa Berisha,,,,,,,,,,52.4990707,13.31133
node,9512131903,Kovačev & Albert,,,,,,,,,,52.5089098,13.2966273
node,9548281672,Iwona Burzynska und Partner,Schloßstraße,27,12163,Berlin,,,,,https://www.burzynska.de/,52.4591917,13.3226098
node,9548281673,Zahnärzte am Schloss,Schloßstraße,28,12163,Berlin,,,,,http://www.zahnaerzte-am-schloss-berlin.de/,52.4590462,13.3223502
node,9548281678,"Irina Talesnik, Dr. Igor Talesnik",Schloßstraße,29,12163,Berlin,Mo-Th 10:00-18:00; Fr 10:00-14:00,,+49 30 7908430,,https://www.zahnarztpraxis-talesnik.net/,52.4589162,13.3222276
node,9549472740,Zahnarztpraxis Michael Hahne,,,,,,,,,,52.5247948,13.3045961
node,9556678093,Dent 95,Schloßstraße,95,12163,Berlin,"Mo-Fr 08:00-19:00; Sa,Su,PH off",yes,,,,52.4584189,13.3225704
node,9556678094,Andrea Vath,,,,,"Mo,We,Fr 08:00-14:00; Tu,Th 14:00-20:00; PH,Sa,Su off",,+49 30 5532331,,https://www.zahnarztpraxis-vath.de/,52.4583377,13.3225509
node,9556678096,Lothar Lübke und Brigitte Lübke,Schloßstraße,93,12163,Berlin,,,,,,52.4582328,13.3223409
node,9558016966,Zahnarztpraxis Karl W. Eisenberg,Albrechtstraße,127,12165,Berlin,"Mo,Th 13:00-20:00; Tu,Fr 08:00-14:00; We 08:00-13:00",no,,,,52.4561462,13.3243579
node,9560632311,Paro-Endo,Bismarckstraße,24,10625,Berlin,,,,info@paro-endo-berlin.de,https://www.paro-endo-berlin.de/,52.5122843,13.312139
node,9586774574,dentes,Richard-Wagner-Straße,50,10585,Berlin,,,+49 30 34357594,,https://dentality-lab.de/,52.5161827,13.3070216
node,9587639165,Mund-Kiefer-Gesicht-Chirurgie Westend,,,,,,,,,,52.5113289,13.2685159
node,9587997325,Dirk Scheve,Nestorstraße,4,10711,Berlin,"Mo,Tu,Th 08:00-12:00,14:00-18:00; We,Fr 08:00-12:00",,,,https://drscheve.de/,52.4994761,13.3000569
node,9587997334,Herbert Burdich,Nestorstraße,7,10709,Berlin,"Mo,Th 12:00-19:00; Tu 09:00-15:00; Fr 09:00-14:00",,,,,52.4978051,13.2997485
node,9592884384,,Wilmersdorfer Straße,123,10627,Berlin,"Mo-Fr 08:00-20:00; Sa-Su,PH off",no,+49 30 3130745,,,52.509234,13.3062077
node,9592884387,Zahnarztpraxis Dörte Rohwedder,Wilmersdorfer Straße,125,10627,Berlin,Mo 12:00-19:00; Tu 08:00-14:00; We 12:00-19:00; Th 08:00-14:00,,+49 30 88475999,,,52.5095253,13.3061615
node,9598362840,Annett & Roger Traboulsi,Wilmersdorfer Straße,52,10627,Berlin,"Mo-Th 08:30-19:00; Fr 08:30-15:00; Sa-Su,PH off",limited,+49 30 323 7578,,,52.5088896,13.3057023
node,9600037400,Praxis für Zahnmedizin Dirk Kondak & KollegInnen,Greifswalder Straße,122,10409,Berlin,Mo 09:00-19:00; Tu 07:00-19:00; We 07:00-19:00; Th 09:00-19:00; Fr 09:00-13:00,no,+4930 421 70 41,,https://www.zahnarztpraxis-dirk-kondak.de/,52.5452921,13.4479701
node,9608422622,Zahnarztpraxis Anja Wolfgram,,,,,Mo 08:00-17:00; Tu 08:00-15:00; We 10:00-19:00; Th 12:00-19:00; Fr 08:00-12:00,no,,,,52.5738942,13.406895
node,9611720491,Ivana Naumann,Pestalozzistraße,78,10627,Berlin,"Mo-Th 08:00-19:00; Fr 09:30-17:00; Sa,Su,PH off",,+49 30 3152000,,,52.5077758,13.3073017
node,9611720493,Dr. Uta Lemke,Pestalozzistraße,80,10627,Berlin,,,+49 30 31805758,,,52.507718,13.3079537
node,9631262547,Voslamber Praxis für Kieferorthopädie,Fechnerstraße,23,10717,Berlin,,,,,https://kieferorthopaede-in-berlin.de,52.4887208,13.3204628
node,9631262555,,Gasteiner Straße,9,10717,Berlin,,,,,http://www.zahnarztpraxis-wilmersdorf.de/,52.4877909,13.3220319
node,9632071017,Hans-Peter Fusenig,Sachsenwaldstraße,29,12157,Berlin,"Mo,Tu,Th 09:00-13:00, Mo,We 14:00-18:00, Tu,Th 14:00-19:00, Fr 09:00-14:00",,,,,52.4626999,13.3415963
node,9692661751,Dr. Antje Lindhammer,,,,,,,,,https://www.dr-lindhammer.de,52.5319059,13.457254
node,9704349404,Dr. Dieter Hankel/ Dr. Bettina Heukenkamp,,,,,"Mo-Th 09:00-12:00, 14:00-19:00",,+49 30 79404075,,,52.4474077,13.3427458
node,9704352559,Faire Dentaire Dr. Ladwig,Albrechtstraße,70,12167,Berlin,"Mo, Tu, Th, Fr 07:00-19:00; Tu 08:00-19:00; Sa 10:00-14:00",,+49 30 7953559,,http://www.fairedentaire.de,52.4472213,13.3422139
node,9713211078,Kieferorthopädie Korb,Oberfeldstraße,2,12683,Berlin,"Mo-Th 08:00-13:00,14:00-18:00; Fr ""nach Vereinbarung""; PH off",yes,+49 30 54979800,info@kieferorthopaedie-korb.de,https://kieferorthopaedie-berlin-biesdorf.de,52.5138251,13.5543173
node,9756756767,Zahnarztpraxis Dr. Kristina Latt,Sabinensteig,14,13053,Berlin,"Mo 07:30-10:30,11:30-14:30; Tu 09:30-12:30,13:30-16:30; We-Th 12:30-15:00,16:00-19:00; Fr 08:00-14:00",,,,https://www.zahnarztpraxis-latt.de/,52.5490305,13.4933738
node,9786074937,Dr. Miethe,Wiltbergstraße,28,,,"Mo 08:00-18:00; Tu, Th 08:00-20:00; We 08:00-13:00",,+49 30 9492173,,https://www.zahnarzt-miethe.de/,52.6365143,13.4933777
node,9786588756,Praxis für Zahnmedizin,Wildenbruchstraße,14,12045,Berlin,"Mo 09:00-16:00; Tu,Th 09:00-18:30; We 09:00-14:00; Fr 09:00-13:00",no,+49 30 6872215,,,52.4839078,13.4432818
node,9795581153,MVZ Medeco,Prinzenallee,89-90,13357,Berlin,Mo-Fr 07:00-24:00; Sa-Su 07:00-21:00,yes,,,https://www.mvzmedeco.berlin/standort-wedding,52.5527179,13.3814011
node,9815364438,Rubby Akhionbare;Sofia Friedel-Römer,Mariendorfer Damm,82,12109,Berlin,,,,,https://zahnarzt-mariendorf.com/,52.4453328,13.3855225
node,9815364446,Goncy Geyik,Mariendorfer Damm,78,12109,Berlin,"Mo 08:00-18:00; Tu 09:00-18:00; We,Fr 08:00-12:00; Th 09:00-18:00",,,,https://www.praxisgeyik.de/,52.4457697,13.385438
node,9820874123,Gohdarz Hajo und Cheirko Hajo,Emser Straße,26,12051,Berlin,"Mo,Tu,Th 09:00-18:00; We,Fr 09:00-15:00",,+49 30 62845859,,,52.4689868,13.4338884
node,9837099330,Maziar Fazeli,Albrechtstraße,12,12167,Berlin,Mo-Fr 10:00-18:00; Sa 10:00-16:00,,,,https://www.kieferorthopädie-berlin-steglitz.de/,52.4552763,13.3254514
node,9839824871,Fachzahnarztpraxis für Oralchirurgie Implantologie,Britzer Damm,73,12347,Berlin,"Mo,Tu,Th 09:00-17:00; We,Fr 09:00-12:00",yes,+49 30 6066088,,,52.4561475,13.437459
node,9860099481,Zahnarzt Alexander Nachimowski,Karl-Marx-Straße,88,12043,Berlin,"Mo,Tu,Th 09:00-13:00, 14:00-18:00; We 12:00-20:00; Fr 09:00-14:00; Sa open ""nach Vereinbarung""",no,+49 30 6813819,,,52.4806113,13.4352758
node,9879638282,,Gersdorfstraße,35,12105,Berlin,,,,,,52.4471766,13.3716204
node,9883516253,Peter Völkel,Karl-Marx-Straße,156,12043,Berlin,Mo-Th 08:00-19:00; Fr 08:00-14:00,,+49 30 6812852,,https://www.neukoelln-zahnaerzte.de/,52.4758899,13.4393111
node,9914475786,Stephan York Kledzik,Jahnstraße,5,12347,Berlin,"Mo-Fr 09:00-12:00, Mo,Tu,Th 16:00-18:00, Fr 14:00-16:00",,+49 30 6841980,,,52.461198,13.4450962
node,9924009696,Zahnarztpraxis Dr. Andreas Nietzold und Sibylle Reimers,Klosterstraße,34-35,,,Mo-Fr 09:00-13:00; Mo-Th 14:00-18:00,,+49303313423,,https://www.zahnarztpraxis-nietzold-reimers.de,52.5320864,13.1983096
node,9932814913,Zahnarztpraxis,Möllendorffstraße,111,10367,Berlin,"Mo,Th,Fr 08:00-13:00,Tu,We 08:00-19:00||""nach Vereinbarung""; PH off",,+49 30 5533127,,,52.5161324,13.4786589
node,9937197345,Zahnarztpraxis Nancy Mallkowsky,Oschatzer Ring,10,12627,Berlin,,,+49309918065,info@zahnaerztin-hellersdorf.de,https://zahnaerztin-hellersdorf.de/,52.5415317,13.6149878
node,9956807118,Dentalzentrum Plus,Wilmersdorfer Straße,112,10627,Berlin,"Mo-Fr 08:00-20:00; Sa,Su,PH off",,+49308560940,,https://dentalzentrumplus.de/standorte/charlottenburg/,52.5069808,13.3068568
node,9970925115,Zahnärzte Feuerlandhöfe,Chausseestraße,38,10115,Berlin,Mo-Th 09:00-19:00; Fr 09:00-14:00,yes,+49 30 55518310,info@feuerlandhoefe.de,https://www.feuerlandhoefe.de/,52.5335419,13.3796416
node,9983043617,Zahnarztpraxis Christine Rexer,Gethsemanestraße,4,10437,Berlin,Mo 11:30-19:00; Tu 09:30-16:00; We 08:00-13:00; Th 10:00-18:00; Fr 08:00-12:00,,+49 30 4484080,info@rexer.dental,http://rexer.dental,52.5476374,13.4173358
node,9994345862,Zahnarztpraxis Wenk,Stargarder Straße,80,10437,Berlin,"Mo,We-Th 08:30-18:00; Tu 08:30-14:00; Fr 08:30-12:00",,,,https://www.zahnarztpraxis-wenk.de/,52.5479839,13.4144691
node,10003704990,Zahnärztin Sigrid Weigl,Beusselstraße,39,10553,Berlin,,,,,https://www.zahnarzt-weigl.de/,52.5319428,13.3287725
node,10015432817,Apodontos MVZ,Kirchplatz,1,13591,,"Mo 10:00-18:00; Tu, Th 08:00-16:00",,+49303662352,,,52.5408259,13.1459941
node,10030317353,Zahnarztpraxis Georg und Antje Possekel,Bismarckstraße,66,12157,Berlin,"Mo,We-Fr 08:30-12:30,14:30-18:30, Tu,Fr 08:30-12:30",,+49307966129,info@zahn-arzt.berlin,https://www.zahn-arzt.berlin/,52.46115,13.3397166
node,10032352476,Lidija Dejanović,,,,,,,,,,52.4374635,13.3450602
node,10035635747,Uta Berndt,Stargarder Straße,3,10437,Berlin,"Mo,We,Fr 08:00-14:00; Tu,Th 13:00-20:00",,+49 30 4458507,,https://www.dr-uta-berndt.de/,52.5473777,13.4143412
node,10035905182,Zahnarzt Christian Vogt,Auguste-Viktoria-Straße,7A,13467,Berlin,,,,,,52.6186491,13.3129476
node,10053346450,Zahnarzt Mario Fleischer & Partner,Greifswalder Straße,205,10405,Berlin,"Mo 09:00-15:00; Tu-We 09:00-14:00,15:00-19:00; Th 09:00-17:00,18:00-20:00; Fr 09:00-14:00,15:00-18:00; Sa 09:00-14:00",yes,+49 30 814785741,,,52.5330685,13.4289345
node,10081973300,99 Zahnspangen,Albrechtrstraße,99,,,Mo-Th 09:00-18:00; Fr 08:00-13:00,,+49 30 397988210,,https://www.kieferorthopaede-steglitz.berlin/,52.4529516,13.3323162
node,10090590167,Zahnklinik Medeco,Klosterstraße,18,13581,Berlin,"Mo-Fr 07:00 - 21:00; Sa,Su 09:00-18:00",no,+49 30 3519410,,https://www.medeco.de/zahnarzt-berlin/spandau/,52.5299874,13.195133
node,10103295228,Jia-Li Chen,Immanuelkirchstraße,27,10405,Berlin,"Mo 14:00-19:00; Tu 09:00-12:00,14:00-16:00; We,Th 09:00-12:00,14:00-18:00; Fr 09:00-12:00",limited,,,,52.5324113,13.4248843
node,10103312533,Holger Menz / Frank Strahlendorf,Greifswalder Straße,207 B,10405,Berlin,Mo-Th 08:00-19:00; Fr 08:00-17:00,,+49 30 4426621,,,52.5327632,13.4284566
node,10118851429,Schrinner-KFO,Schönwalder Straße,12,13347,Berlin,"Mo,We,Fr 09:00-12:00,13:00-18:00; Tu,Th 10:00-13:00,14:00-19:00",no,+49 30 4 61 81 54,,https://www.schrinner-koenig.de/,52.5421937,13.371927
node,10121509313,Uta Köpke,Büsingstraße,19,12161,Berlin,"Mo,Tu,Th 10:00-12:00, 14:00-18:00; We, Fr ""nach Vereinbarung""",,+49 30 85999603,,,52.4667869,13.3262165
node,10124692452,M. Simsek,Hauptstraße,21,10827,Berlin,"Mo,Tu,Th 09:00-12:00,14:00-16:00; Fr 09:00-13:00",,+49 30 78703550,,,52.486409,13.356226
node,10124884251,Zahnarztpraxis Moutsidis,Hauptstraße,147,10827,Berlin,"Mo,We 09:00-15:00; Tu 09:00-13:00,14:00-19:00; Th 09:00-13:00,14:00-20:00; Fr 09:00-13:00,14:00-18:00",,+49 30 7824084,,https://www.zahndoktor-berlin.de/,52.4874431,13.357967
node,10124884256,Zahnarztpraxis Susanne Spilker,Vorbergstraße,1,10823,Berlin,,,,,https://www.zahnarztpraxis-spilker.de/,52.4888486,13.3580631
node,10124884258,Doc T,Vorbergstraße,8,10823,Berlin,"""Termine nach Vereinbarung""",,,,http://www.doct-zahnarzt.de/,52.4893637,13.355248
node,10124884276,,Innsbrucker Straße,58,10825,Berlin,,,,,https://www.dr-hink.de/,52.4879685,13.3406007
node,10137901020,Tempeldent,Ringbahnstraße,76-80,12103,,Mo-Th 09:00-20:00; We 09:00-15:00; Fr 09:00-14:00,yes,+49 30 26399080,,https://www.tempeldent.de/,52.4687911,13.3844306
node,10180980046,B. Fadel,Berliner Straße,18,10715,Berlin,,,,,https://www.berliner-kieferorthopaede.de/,52.4869395,13.3278529
node,10186687941,Zahnarztpraxis Steinberg,Frankfurter Allee,245,10365,Berlin,,,,,https://www.zahnarztpraxis-steinberg.com,52.512084,13.4974013
node,10197888974,Felix Stukenborg,Muthesiusstraße,38,12163,Berlin,,,,,https://praxis-stukenborg.de/,52.460213,13.3176255
node,10215280317,Zahn33,,,,,Mo-Fr 08:00-20:00,yes,,,,52.5052373,13.4401505
node,10227001860,Zahnarztpraxis Dental Smile,,,,,"Mo-Fr 09:00-13:00, Mo,Tu,Th 13:30-17:00, We 13:00-18:00",,,,,52.5203507,13.3476688
node,10248382943,Med Aesthetico,,,,,"Mo,Tu,Th 11:00-19:00; We,Fr 09:00-15:00",,,,,52.4977746,13.3266396
node,10259494163,Helena Ritter,,,,,"Tu,We,Fr 09:00-12:00, Mo 13:00-18:00, We 15:00-18:00, Th 09:00-14:00",no,,,,52.4332076,13.4636127
node,10261282722,Familienzahnmedizin Prenzlauer Berg,Schivelbeiner Straße,19,10439,Berlin,Mo-Tu 12:00-20:00; We 08:00-14:00; Th 07:00-14:00; Fr 08:00-12:30,,+40 30 67891875,info@zahnarzt-prenzlauerberg.de,https://zahnarztpraxis-panescu.de/,52.5514931,13.4048324
node,10293894599,Berlin Smile,Heidestraße,14,,,Mo-Fr 08:00-20:00,limited,,,,52.5318526,13.3673022
node,10314816001,Zahnarzt Wael Alah Raschi,Hauptstraße,160,10827,Berlin,,,+49 30 7817815,,https://www.za-alahraschi.de/,52.489992,13.3602904
node,10554177339,Zahnärzte Prenzlauer Berg,Senefelderstraße,28,10437,Berlin,"Mo-Th 08:00-20:00; Fr ""by appointment""",,+49 30 4457611,,https://www.zahnaerzte-prenzlauerberg.de/,52.5417671,13.4227261
node,10587136573,Hajo Hantel,,,,,"Mo, We 12:00-19:00; Tu, Th 08:00-14:00",no,0309248384,mail@zahnarzt-hantel.de,https://www.zahnarzt-hantel.de/,52.5528283,13.4376516
node,10597843064,Irina Schmidt,,,,,Mo 08:00-18:00; Tu 11:00-18:00; We 08:00-18:00; Th 08:00-14:00; Fr 08:00-14:00,,,,,52.557325,13.4145883
node,10608880228,Zenker & Partner,Ferdinandstraße,21,12209,Berlin,"Mo-Fr 08:30-12:30,13:30-18:30",,,,,52.4253217,13.330399
node,10683766929,Zahnarztpraxis Dr. Eichhorst,,,,,Mo 10:00-19:00; Tu 12:00-19:00; We-Fr 08:00-13:00; Fr 10:00-17:00; PH closed,,+49 30 40536595,,,52.6108679,13.3183713
node,10690055583,Dorina Diebow,Normannenstraße,38,10367,Berlin,"Mo 8:00-14:00; Tu, We 11:00-20:00; Th 8:00-14:00; Fr ""nach Vereinbarung""",,+49 30 5532366,,,52.5162747,13.4820626
node,10738464551,Zahnklinik Dentalis Lichterfelde,,,,,Mo-Fr 07:30-21:00; Sa 08:00-17:00; Su 09:00-14:30,,,,,52.4397217,13.3006995
node,10752546950,Mehringdamm ZMM,,,,,,,,,,52.4905098,13.3862095
node,10758671271,Zahnärztin Frieauff,,,,,,,+49308141850,,info@zahnarztpraxis-berlin-zehlendorf.de,52.4490986,13.2532894
node,10770257781,,,,,,,,,,,52.5289775,13.4459701
node,10785164777,Dr. med. dent. Achim Wundt;Cathrin Wundt,Carmerstraße,7,10623,Berlin,,no,,,,52.5069584,13.3234346
node,10785164782,Kieferorthopädie Savignyplatz,Carmerstraße,5,10623,Berlin,,,,,https://www.zahnmedizinisches-fachzentrum-berlin.de/,52.5073911,13.3239671
node,10785164784,white cocoon,Carmerstraße,5,10623,Berlin,,,,,https://www.white-cocoon.de,52.5074433,13.3240161
node,10802640715,alexeins,Alexanderplatz,1,10178,Berlin,Mo-Fr 08:00-19:00; Sa 08:30-13:30,yes,+49 30 688391288,mail@alex1-berlin.de,https://www.alex1-berlin.de/,52.5212694,13.412599
node,10875819631,Zahnärztliches MVZ Berlin,Kottbusser Damm,72,10967,Berlin,Mo-Th 09:00-18:00; Fr 09:00-15:00,,+49 30 6941112,,,52.4897609,13.4244012
node,10883024305,Zahnklinik Medeco,,,,,"Mo-Fr 07:00-21:00; Sa,Su 09:00-18:00",yes,2309560,,,52.5071734,13.378599
node,10905828912,Dr. Annette Seewaldt,,,,,,,,,,52.4891546,13.3595406
node,10932196196,Corinna Kant,Sigmaringer Straße,6,10713,Berlin,,,,,http://www.zahnarztpraxis-kant.de/,52.4887689,13.3197283
node,10962336335,Katrin Hansen,Möllendorffstraße,11,10367,Berlin,"Mo 08:00-14:00; Tu-We 12:00-19:00; Th 09:00-15:00; Fr ""nach Vereinbarung""",,4425763,,,52.517352,13.4804243
node,10992362278,Zahnarztpraxis Catrin Finger,Zerndorfer Weg,54,13465,Berlin,"Mo-Th 09:00-12:00, Tu 15:00-18:00, Th 17:00-22:00",,+493088660534,info@zahnarztfinger.de,https://www.zahnarztfinger.de/,52.6376139,13.3013941
node,10995087335,Andreas Wein,,,,,"Mo-Th 09:00-18:00; We 15:00-18:00; Fr 09:00-14:00 || ""nach Vereinbarung""",,+49 30 4161171,,,52.5981672,13.355677
node,10996127321,Zahnarztpraxis Urich & Weber,,,,,"Mo,We 08:00-18:00; Tu,Th 10:00-20:00; Fr 08:00-13:00",,,,,52.5972091,13.3558359
node,11001061730,ZahnZimmer,Kaiser-Wilhelm-Straße,30,12247,Berlin,"Mo-Th 09:00-12:00,14:00-18:00; We 14:00-18:00; Fr 09:00-12:00",yes,030 8336024,,https://zahnzimmer.berlin/,52.431764,13.3374389
node,11002529646,Maher Nwaiser,,,,,"Mo-Th 09:00-12:00,14:00-18:00; We 09:00-12:00; Fr 09:00-13:00",,+49 30 4161026,praxis@nwaiser.de,https://www.nwaiser.de/,52.5976422,13.3555804
node,11002529648,Robert & Laura Hornig,,,,,"Mo-Th 09:00-13:00,15:00-18:00; We off; Fr 09:00-13:00",,+49 30 4250334,,https://www.zahnarztpraxis-hornig.de/,52.5976628,13.3556275
node,11006949323,,,,,,,,,,,52.4412397,13.5842103
node,11007207465,Abdullah Al-Wadhaf,Reinickendorfer Straße,5,,,Mo 09:00-18:00; Tu 09:00-15:00; Th 09:00-17:30; Fr 08:30-13:00,no,,,,52.5409386,13.3704786
node,11010465091,Zahnärzte Wittenau Zahnarzt M. Moazzen und Kollegen,,,,,Mo-Th 09:00-19:00; Fr 09:00-13:00,yes,,,,52.5952357,13.3333885
node,11027823893,Katja Hagenstein,,,,,"Mo 09:00-16:00; Tu,Th 09:00-18:00; We 09:00-14:00; Fr 09:00-13:00; PH off",,+49 304169045,,,52.5911199,13.3466931
node,11035783625,Matthias Fromin,,,,,"Mo-Fr ""by appointment""",,+49302170211,,,52.4928302,13.3538157
node,11049874968,Dr. Terkhany,Grüner Weg,46,12359,Berlin,"Mo 09:00-15:00, Tu 09:00-13:00, 14:00-19:00, We 13:00-19:00,Th 09:00-15:00",,+49 30 6012098,,https://www.zahnarzt-britz.de/,52.4415436,13.4546002
node,11051662714,Dr. dent. Jalil Mohammadi Mosanen,,,,,Mo-Fr 08:00-18:00,,+49 30 4946030,,,52.5577563,13.37902
node,11060621705,CenDenta,Elsterwerdaer Platz,3,12683,,Mo-Fr 08:00-19:00,,030 21960970,,https://cendenta.de/,52.5049752,13.558268
node,11064828761,Tùng Trần,,,,,Mo-Th 11:00-14:00,,,,,52.5148869,13.4981588
node,11128599464,Dr. Jan B. Schibenes & Kollegen,Normannenstraße,1-2,,,"Mo 09:00-17:00; Tu,Th 11:30-19:30; We 08:30-16:30",,+49 30 35122218,praxis@dr-schibenes.de,https://www.dr-schibenes.de,52.516091,13.4803854
node,11135664497,Zahnarztpraxis Kerstin Hillenberg,,,,,,,,,,52.6133795,13.4732423
node,11177334844,Dentalzentrum Plus,,,,,Mo-Fr 08:00-19:00 ;Sa 09:00-14:00,yes,+49 30 56 49 28 61,Info-mz@dentalzentrum.de,https://dentalzentrumplus.de/standorte/marzahn/,52.5191243,13.5649063
node,11182155138,Zahnarztpraxis Wilhelmsruh,Hauptstraße,29 A,13158,Berlin,,,,,https://zahnarztpraxis-wilhelmsruh.de/,52.5870065,13.3682513
node,11200740093,,Rheinsteinstraße,1,10318,Berlin,Mo 08:00-15:00; Tu 12:00-20:00 ; We 12:00-19:00; Th 08:00-14:00; Fr 08:00-13:00,,+49 30 5 09 82 89,,,52.4829595,13.5264213
node,11200740095,,Rheinsteinstraße,1,10318,Berlin,"Mo,Th 12:00-19:00; Tu 12:00-17:00 open ""CMD-Sprechstunde""; We,Fr open ""nach tel. Vereinbarung""",,+49 30 5090288,,https://www.zahnarztpraxis-christine-berndt.de,52.4829287,13.5264527
node,11207741271,Mundpropaganda,,,,,,yes,,,,52.5324471,13.420709
node,11227873573,Praxis für Kieferorthopädie Mitte,Invalidenstraße,7,10115,Berlin,,,+49 30 40042900,,https://www.kieferorthopaede-berlin.de/de/mitte/index.php,52.5321356,13.3925004
node,11245635862,Cinderella Kolarikal,Rochstraße,1,10178,Berlin,,no,+49 30 2821385,,https://www.dentists-zahnarzt-berlin.de/,52.5243777,13.4075593
node,11341635444,Christiane Weigmann,Dottistraße,20,10367,Berlin,,no,,,,52.5143585,13.4821504
