name,street,housenumber,postcode,city,opening_hours,brand,type,payment_credit_card,payment_debit_cards,payment_cash,payment_contactless,wheelchair,internet_access,layer,phone,email,website,latitude,longitude,source
EDEKA Heppner,Schloßstraße,98,12163,Berlin,"Mo-Sa 08:00-21:00; Su,PH off",EDEKA,,,,,,yes,,,,,https://www.edeka.de/eh/minden-hannover/edeka-heppner-schlo%C3%9Fstr.-98/index.jsp,52.459073,13.3232009,
Asia-Mexiko Supermarkt,Karl-Marx-Straße,242,12057,Berlin,Mo-Sa 11:00-19:30,,,yes,yes,yes,,no,,,+49 (0)30 684 3186,,,52.4674859,13.4418357,
REWE M. Görlitz-Krüger,Schlangenbader Straße,25,14197,Berlin,Mo-Sa 06:00-22:00,REWE,,,,,,yes,wlan,,+49 30 89702280,,https://www.rewe.de/marktseite/berlin-wilmersdorf/440972/rewe-markt-schlangenbader-str-25/,52.4728082,13.3077983,
REWE City,,,,,Sa 06:00-23:30; Mo-Fr 06:00-24:00,Rewe,,,,,,yes,,,,,,52.4931501,13.3830186,
EDEKA,Yorckstraße,14,,,Mo-Sa 07:00-22:00,Edeka,,,,yes,,limited,,,,,,52.4939285,13.3839687,
Netto Marken-Discount,Frankfurter Allee,57-59,10247,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,yes,,,+498002000015,,https://www.netto-online.de/filialen/Berlin-Friedrichshain/Frankfurter-Allee-57-59/4896/,52.5148066,13.4658757,
Lidl,Clayallee,278,14169,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,yes,,yes,wlan,,+49 800 4353361,,https://www.lidl.de,52.4416994,13.2667886,
Denns BioMarkt,Greifswalder Straße,31,10405,Berlin,Mo-Sa 08:00-21:00,Denns BioMarkt,,yes,yes,,,yes,,,,,,52.5325693,13.429371,
,Siemensdamm,43,13629,Berlin,,,,,,,,,,,,,,52.5363843,13.2754091,
EDEKA Brabanski,Fregestraße,6,12159,Berlin,Mo-Sa 07:00-20:00,EDEKA,,yes,yes,,,limited,,,+49 30 8511139,,https://www.edeka.de/eh/minden-hannover/edeka-brabanski-fregestr.-6/index.jsp,52.4713349,13.3371272,
Kaufland,,,,,Mo-Sa 07:00-22:00,Kaufland,,,,,,yes,,,,,https://www.kaufland.de/Home/index.jsp,52.4093176,13.3810307,
Nah & Frisch,Hohenzollerndamm,50a,14199,Berlin,Mo-Sa 08:00-20:00,Nah & Frisch,,,,,,yes,,,,,,52.4876067,13.2990759,
Netto Marken-Discount,,,,,"Mo-Sa 07:00-20:00; Su, PH off",Netto Marken-Discount,,,,,,,,,,,https://www.netto-online.de/filialen/berlin-charlottenburg/halemweg-21-23/5941,52.5374678,13.2864647,
Netto Marken-Discount,Lauterstraße,17,12159,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,yes,wlan,,+49 800 2000015,,https://www.netto-online.de/filialen/Berlin-Schoeneberg/Lauterstr-17/7763/,52.4716365,13.3350372,
PENNY,,,,,Mo-Sa 08:00-22:00,Penny,,,,,,yes,,,,,,52.480678,13.4265489,
Aldi,Hauptstraße,9,13055,Berlin,Mo-Sa 07:00-21:00,Aldi Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/hauptstrasse-9/3181354,52.5483391,13.5039694,
Aldi,Frankfurter Allee,113-117,10365,Berlin,Mo-Sa 08:00-21:00; PH off,Aldi Nord,,,,,,yes,,,,,,52.5144968,13.4762399,
Kaufland,Frankfurter Allee,113-117,10365,Berlin,Mo-Sa 07:00-22:00; PH off,Kaufland,,,,,,yes,,,,,https://filiale.kaufland.de/service/filiale/berlin-lichtenberg-4033.html,52.5144363,13.4772128,
REWE,Eschengraben,47,13189,Berlin,Mo-Sa 07:00-22:00,Rewe,,,,,,yes,,,,,,52.5565324,13.4245088,
Netto,,,,,Mo-Sa 07:00-21:00,Netto,,,,,,yes,,,,,,52.5565272,13.4241319,
Edeka,Bernauer Straße,69-73,13507,Berlin,Mo-Sa 07:00-22:00,Edeka,,yes,yes,yes,yes,yes,,,+493043743980,,https://www.edeka.de/eh/minden-hannover/edeka-ulrich-bernauer-str.-69-73/index.jsp,52.5752904,13.2837641,
Edeka Center Tempelhof,Tempelhofer Damm,227,12099,Berlin,Mo-Sa 08:00-21:00,EDEKA,,,,,,yes,,,,ecenter.tempelhof@minden.edeka.de,,52.4559449,13.3871535,
REWE City,Wundtstraße,26,14059,Berlin,Mo-Sa 07:00-23:00; PH off,Rewe,,,,,,limited,,,,,,52.5108607,13.2918001,
Bio Company,Dircksenstraße,145-147,10178,Berlin,Mo-Sa 08:00-21:00,Bio Company,,,,,,limited,,,,,,52.523162,13.4041367,
Bolu,Badstraße,59,13357,Berlin,Mo-Sa 08:00-19:45,,,,,,,yes,,,+49 30 46906455,,,52.5507087,13.38406,
Denns BioMarkt,Templiner Straße,12,10119,Berlin,Mo-Sa 08:00-21:00,Denns BioMarkt,,yes,yes,yes,,yes,,,,,,52.5318707,13.4076249,
Eminem Supermarkt,,,,,,,,,,,,yes,,,,,,52.4191394,13.3683653,
Netto Marken-Discount,Rothenbachstraße,2,13089,Berlin,Mo-Sa 07:00-21:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Weissensee/Rothenbachstr-28/7627/,52.5693143,13.4372904,
Netto,,,,,Mo-Th 08:00-21:00; Fr-Sa 08:00-22:00,Netto,,,,,,limited,,,,,https://www.netto.de/internet/nettod/stores.nsf/va_lookupforr/06338000,52.5397947,13.2963562,
EDEKA,Heckerdamm,225,13627,Berlin,Mo-Sa 08:00-22:00,EDEKA,,yes,yes,,,yes,,,,,,52.5392837,13.3001834,
Asia Choice,Berliner Allee,51,13088,Berlin,Mo-Sa 09:00-21:00,,,,,,,,,,,,,52.548914,13.4529436,
Netto,,,,,Mo-Sa 07:00-21:00,Netto,,,,,,yes,,,,,,52.6076495,13.43059,
Netto Marken-Discount,Triftstraße,20,13127,Berlin,Mo-Sa 07:00-21:00,Netto Marken-Discount,,,,,,yes,wlan,,,,,52.6106315,13.4313872,
REWE,Ribnitzer Straße,26,13051,Berlin,Mo-Sa 07:00-22:00,Rewe,,,,,,yes,,,+49 30 96204060,,https://www.rewe.de/,52.5696053,13.4948001,
Norma,John-Locke-Straße,,12305,Berlin,Mo-Sa 08:00-21:00,Norma,,,,,,yes,,,,,,52.392013,13.4028107,
Aldi,,,,Berlin,Mo-Sa 07:00-21:00,Aldi Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/hasenheide-108/3181808,52.4858985,13.4213275,
Lidl,Wilmersdorfer Straße,126,10627,Berlin,"Mo-Sa 08:00-22:00; Su,PH off",Lidl,,,,,,no,,,,,,52.5096958,13.3059948,
PENNY,Seddiner Straße,8,10315,Berlin,Mo-Sa 07:00-21:00,Penny,,,,,,yes,,,,,,52.5134646,13.5222835,
Lidl,,,,,Mo-Sa 07:00-22:00,Lidl,,,,,,yes,,,,,,52.4809259,13.4387009,
Russia,,,,,Mo-Fr 08:00-19:00; Sa 08:00-17:00,,,,,,,yes,,,,,,52.4379589,13.4468721,
Lidl,Charlottenstraße,1,10969,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,,52.5054126,13.3930804,
EDEKA,Jenaer Straße,27,10717,Berlin,Mo-Sa 07:00-22:00,Edeka,,,,,,limited,,,,,,52.4908116,13.3356896,
Eurogida,Badstraße,9,13357,Berlin,Mo-Sa 08:00-20:00,,,,,,,limited,,,,,http://www.eurogida.de/filialen/#wedding1,52.5501398,13.3859287,
Kaufland,Sewanstraße,4-6,10319,Berlin,Mo-Fr 07:00-24:00; Sa 07:00-23:30,Kaufland,,,,,,yes,,,+49 30 2520000,,https://filiale.kaufland.de/service/filiale/berlin-friedrichsfelde-6740.html,52.4991529,13.4969962,
EDEKA,,,,,Mo-Sa 07:00-20:30,Edeka,,,,,,yes,,,,,https://www.edeka.de/eh/minden-hannover/edeka-berkaer-stra%C3%9Fe-berkaer-str.-1/startseite.jsp,52.4759438,13.2901303,
REWE,Volkradstraße,32,10319,Berlin,"Mo-Sa 07:00-22:00; Su,PH off",Rewe,,,,,,yes,,,+49 30 50018685,,,52.4997073,13.5074501,
Aldi,,,13357,,Mo-Sa 08:00-20:00,Aldi Nord,,,,,,yes,,,,,https://www.aldi-nord.de/,52.5495294,13.3883773,
...nah und gut,,,,,Mo-Sa 08:00-20:00,Edeka,,,,,,limited,,,,,,52.4243206,13.4363341,
EDEKA,Ritterstraße,38-40,10969,Berlin,Mo-Sa 07:00-22:00,Edeka,,,,,,limited,,,,,https://www.edeka.de,52.5035654,13.4036492,
Netto,Greifswalder Straße,90,10409,Berlin,Mo-Sa 08:00-21:00,Netto,,,,,,yes,,,,,https://www.netto.de/,52.5433967,13.4428789,
REWE,Kaiserin-Augusta-Straße,57,12103,Berlin,"Mo-Sa 07:00-22:00; Su,PH off",Rewe,,,,,,yes,,,,,,52.4599635,13.3754022,
Lidl,Warschauer Platz,14,10245,Berlin,"Mo-Sa 07:00-21:00; PH,Su off",Lidl,,,,,,yes,,,,,,52.5049044,13.4499188,
Netto Marken-Discount,Hubertusdamm,64-65,13125,Berlin,Mo-Sa 07:00-22:00; Su off,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Karow/Hubertusdamm-64-65/5052/,52.615282,13.470382,
Kaufland,Hermann-Blankenstein-Straße,38,10249,Berlin,Mo-Fr 07:00-24:00; Sa 07:00-23:30,Kaufland,,yes,yes,yes,,yes,,,,,,52.5236849,13.4616186,
Edeka Reichsstraße,Reichsstraße,94,14052,Berlin,Mo-Sa 07:00-22:00,Edeka,,,,,,yes,,,,,https://www.edeka.de,52.5129578,13.2656846,
Bio Company,Reichsstraße,10,14052,Berlin,"Mo-Sa 08:00-20:00,07:30-20:00 open ""backshop""",Bio Company,,,,,,yes,,,+4930810332620,,https://www.biocompany.de,52.5125406,13.2675793,
Edeka,,,,,Mo-Sa 07:00-20:00,Edeka,,,,,,yes,,,,,,52.5185318,13.2571181,
Edeka Laurman,Steubenplatz,4,14050,Berlin,Mo-Sa 07:00-22:00,Edeka,,,,,,yes,,,,,,52.5169689,13.2615696,
Kaufland,Friedrichshagener Straße,38,12555,Berlin,Mo-Sa 07:00-22:00,Kaufland,,,,,,yes,wlan,,,,https://filiale.kaufland.de/service/filiale/berlin-koepenick-3580.html,52.4529155,13.5867384,
Aldi,Wilskistraße,47b,14169,Berlin,Mo-Sa 07:00-20:00,ALDI Nord,,,,,,yes,,,,,,52.449774,13.2532595,
Nahkauf,Ladenstraße,38-49,14169,Berlin,Mo-Sa 07:00-20:00; Su 08:00-13:00,Nahkauf,,,,,,limited,,,+49 30 88400673,,,52.449943,13.2528091,
Nahkauf,Badensche Straße,56,10825,,Mo-Sa 07:00-22:00,Nahkauf,,,,,,yes,,,,,,52.4854706,13.3408169,
Kaufland,Märkische Allee,"166, 168, 172",12681,Berlin,Mo-Sa 07:00-22:00,Kaufland,,,,,,yes,,,,,,52.5335687,13.5384595,
Netto,,,,,"Mo-Sa 07:00-22:00; Su,PH off",Netto,,,,,,yes,,,,,,52.4910381,13.3170755,
Bulgarische Lebensmittel,,,,,,,,,,,,yes,,,,,,52.5473474,13.2013286,
EDEKA,,,,,Mo-Sa 07:00-22:00,Edeka,,,,,,yes,,,,,,52.5339033,13.195608,
Netto Marken-Discount,Kaulsdorfer Straße,140,12555,Berlin,Mo-Sa 07:00-21:00; PH off,Netto Marken-Discount,,,,,,yes,wlan,,+49 800 2000015,,https://www.netto-online.de/filialen/Berlin-Koepenick/Kaulsdorfer-Str-140/7767/,52.4698833,13.5723599,
Netto Marken-Discount,Oudenarder Straße,14,13347,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Wedding/Oudenarder-Str-14/7625/,52.5536061,13.3607274,
PENNY,,,,,Mo-Sa 07:00-22:00,Penny,,,,,,no,,,,,,52.517743,13.2926291,
REWE,Rheinstraße,14,12159,Berlin,Mo-Sa 06:00-23:30,REWE,,,,,,yes,,,,,https://www.rewe.de/angebote/berlin-friedenau/4040239/rewe-markt-rheinstr-14/,52.469774,13.3330975,
Netto City,Albrecht-Achilles-Straße,52-53,10709,Berlin,Mo-Sa 07:00-21:00,Netto City,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Wilmersdorf/Albrecht-Achilles-Str-52/5671/,52.4945436,13.3035449,
Edeka,Salzbrunner Straße,18-20,14193,Berlin,Mo-Sa 07:00-21:00,EDEKA,,yes,yes,yes,,yes,,,,,,52.4891517,13.2941908,
Nahkauf,,,,,Mo-Sa 07:00-22:00,Nahkauf,,,,,,limited,,,,,,52.4038231,13.5064629,
REWE,Alt-Rudow,64,12355,,Mo-Sa 06:00-22:00,Rewe,,,,,,yes,,,,,https://www.rewe.de,52.4170906,13.4957148,
Ariston,Meraner Straße,19,10825,Berlin,Mo-Fr 09:00-18:30; Sa 09:00-15:00,,,,yes,yes,,yes,,,,info@ariston-berlin.de,,52.4858428,13.3389328,
Bio Company,Bundesallee,201,10717,Berlin,Mo-Sa 08:00-21:00,Bio Company,,,,,,yes,,,,,,52.4933745,13.3313064,
Nahkauf,Fritschestraße,45-46,10627,Berlin,Mo-Fr 08:00-20:00; Sa 08:00-16:00,Nahkauf,,,,yes,,limited,no,,+49 30 31807325,,,52.5075213,13.3002506,
Bolu,Reinickendorfer Straße,108,13347,Berlin,Mo-Fr 07:00-20:00; Sa 07:00-18:00,,,,,,,limited,,,,,http://www.bolu-berlin.de/,52.545392,13.3690748,
Alezz Market,Reinickendorfer Straße,24,13347,Berlin,,,,,,,,yes,,,,,,52.546125,13.3696247,
Lidl,Reinickendorfer Straße,41,13347,Berlin,Mo-Sa 07:00-21:00; Su off,Lidl,,,,,,yes,,,,,https://www.lidl.de/filialen/berlin-mitte/gesundbrunnen-reinickendorfer-str-41-wiesenstr.html,52.5492959,13.3697076,
EDEKA,,,,,Mo-Sa 06:30-22:00,Edeka,,,,,,yes,,,,,,52.493546,13.3324318,
Edeka Gäth,Steglitzer Damm,24,12169,Berlin,Mo-Sa 07:00-20:00,EDEKA,,,,,,yes,,,+49 30 79744490,,,52.4506573,13.3399913,
Penny Leibnizstraße,Leibnizstraße,23,10625,Berlin,Mo-Sa 07:00-22:00,Penny,,,,,,yes,,,,,,52.5095171,13.3146146,
nah und gut,Leonhardtstraße,22,14057,Berlin,,Edeka,,,,,,limited,,,,,,52.5049147,13.2974596,
Nah und gut,,,,,Mo-Sa 08:00-20:00,Edeka,,,,,,,,,,,,52.5062441,13.2840108,
Netto Marken-Discount,Prenzlauer Promenade,,13089,Berlin,Mo-Sa 07:00-21:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Weissensee/Prenzlauer-Promenade-43/7446/,52.5604742,13.4293916,
Bio Company,Rüdesheimer Straße,3,14197,Berlin,Mo-Sa 08:00-20:00,Bio Company,,,,,,yes,,,,,,52.4735715,13.3148363,
nah und gut,Geisbergstraße,22,10777,Berlin,Mo-Sa 08:00-20:00,Edeka,,,,,,yes,,,,,,52.4979503,13.3350954,
Grüner Laden,Bundesratufer,5,10555,Berlin,Mo-Fr 10:00-19:00; Sa 09:00-14:00,,,yes,yes,,,yes,,,,,,52.523,13.3400151,
Tariq Supermarkt,,,,,Mo-Sa 09:30-20:30,,,,,,,no,,,,,,52.5518382,13.382004,
Spice Junction,Bülowstraße,44,10783,Berlin,Mo-Sa 08:00-20:00,,,,,,,yes,,,+49 176 76890523,,,52.4954998,13.3656826,
Rewe,Oberfeldstraße,138,12683,Berlin,Mo-Fr 07:00-24:00; Sa 07:00-23:30; Su off,REWE,,,,,,yes,,,,,,52.5248576,13.5581174,
Edeka Am Brunsi,Brunsbütteler Damm,196,13581,Berlin,"Mo-Sa 07:00-22:00; Su,PH off",Edeka,,,,,,yes,,,,,,52.5338138,13.1676748,
PENNY,Brunsbütteler Damm,196,13581,Berlin,"Mo-Sa 07:00-22:00; Su,PH off",Penny,,,,,,yes,,,,,,52.5340022,13.1677315,
REWE,,,,,Mo-Sa 07:00-22:00,REWE,,,,,,yes,,,+49 30 41727676,,https://www.rewe.de,52.5629309,13.3291819,
REWE,,,,,Mo-Sa 08:00-21:30; Su off; PH off,Rewe,,,,,,yes,,,,,https://www.rewe.de/marktseite/rewe-markt-berlin-alte-potsdamer-str.-7/,52.5064837,13.3737784,
EDEKA Siebert,Hasenheide,57,10967,Berlin,Mo-Sa 07:00-22:00,EDEKA,,yes,yes,yes,,yes,no,,+49 30 69001182,,https://www.edeka.de/eh/minden-hannover/edeka-siebert-hasenheide-57/index.jsp,52.4891694,13.4091957,
EDEKA,Rheinsteinstraße,4-12,10318,Berlin,Mo-Sa 07:00-23:00,Edeka,,,,,,yes,,,,,,52.4827099,13.5274287,
Denns BioMarkt,Oranienstraße,140-142,10969,Berlin,Mo-Sa 08:00-21:00,Denns BioMarkt,,yes,yes,yes,,yes,,,,,,52.5039556,13.4091375,
International Supermarket,Oranienstraße,71,10969,Berlin,Mo-Su 07:00-20:00,,,,,,,limited,,,,,,52.5050124,13.4076816,
Lidl,Schloßstraße,1,12163,Berlin,Mo-Sa 08:00-21:00,Lidl,,,,,,yes,,,,,,52.4649386,13.3258786,
Nahkauf,Celsiusstraße,66,12207,Berlin,Mo-Fr 08:00-20:00; Sa 08:00-17:00,Nahkauf,,,,,,limited,,,,,,52.4115726,13.3121233,
PENNY,Welsestraße,56-58,13057,Berlin,Mo-Sa 07:00-22:00,Penny,,,,,,yes,,,,,,52.5647175,13.5236193,
REWE,Randowstraße,3,13057,Berlin,Mo-Sa 07:00-23:00,Rewe,,,,,,yes,,,+493092377138,,https://www.rewe.de/marktseite/berlin-hohenschoenhausen/4040419/rewe-markt-randowstr-3/,52.5671017,13.5281012,
Netto Marken-Discount,Randowstraße,3,13057,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin/Randowstr-3/5450/,52.5666263,13.5274422,
REWE,Welsestraße,56-58,13057,Berlin,Mo-Sa 07:00-22:00,Rewe,,,,,,yes,,,,,,52.5649453,13.5233157,
EDEKA P. Erler,Ludolfingerplatz,6,13465,,Mo-Sa 07:00-20:00,Edeka,,,,,,yes,,,,,,52.6328875,13.287041,
EDEKA Colombino,Zeltinger Platz,8,13465,,Mo-Sa 08:00-20:00,Edeka,,,,,,yes,,,,,,52.6329513,13.2907953,
Aldi,Schloßstraße,4-5,12163,Berlin,Mo-Sa 07:00-21:00,Aldi Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/schlossstrasse-4-5/3180513,52.4641156,13.3267808,
PENNY,Volkradstraße,32,10319,Berlin,"Mo-Sa 07:00-21:00; Su,PH off",Penny,,,,,,yes,,,,,,52.4996502,13.5077655,
Bioquell,,,,,"Mo,We-Fr 09:00-19:00; Sa 09:00-13:00; Tu 13:00-19:00",,,,,,,no,,,,,,52.5653928,13.4032278,
Bolu,Hermannstraße,201-202,12049,Berlin,Mo-Fr 07:00-20:00; Sa 07:00-18:00,,,yes,yes,yes,,limited,,,+49 (0)30 62728914,,,52.4757954,13.4272973,
PENNY,Reinickendorfer Straße,83,13347,Berlin,Mo-Sa 07:00-22:00,Penny,,yes,yes,yes,,yes,,,,,https://www.penny.de/,52.5497058,13.368043,
Kral Discount,,,,,,,,,,,,yes,,,,,,52.5522643,13.3665842,
REWE,Walther-Schreiber-Platz,1,12161,Berlin,Mo-Sa 08:00-21:00,Rewe,,,,,,yes,,,+49 30 81486745,,https://www.rewe.de/marktseite/berlin-friedenau/4040229/rewe-markt-walther-schreiber-platz-1/,52.4659019,13.3277211,
Kutzner & Kutzner,Schönhauser Allee,65,10437,Berlin,Mo-Sa 08:00-20:00,,,,,,,limited,,,+493044653070,,https://kutzner-kutzner.de/,52.5463248,13.4134748,
Eurogida,Skalitzer Straße,129,10999,Berlin,Mo-Sa 08:00-20:00,,,,,,,,,,+49 30 20097750,,https://www.eurogida.de/filialen/#kreuzberg2,52.4992926,13.4206736,
REWE,Pablo-Neruda-Straße,2-4,12559,Berlin,Mo-Sa 07:00-22:00; PH off,Rewe,,,,,,yes,,,,,,52.4418161,13.5872323,
Bio Company,Bölschestraße,2,12587,Berlin,Mo-Sa 08:00-20:00,Bio Company,,,,,,yes,,,+493032590332,,https://www.biocompany.de/,52.4470689,13.6245399,
NORMA,Quedlinburger Straße,31,12627,Berlin,Mo-Sa 07:00-22:00; PH off,NORMA,,yes,,yes,yes,yes,,,+49 911 23734733,,http://www.norma-online.de/,52.540119,13.6100206,
Alnatura Super Natur Markt,,,,,Mo-Sa 08:00-20:00,Alnatura,,,,,,yes,,,,,,52.5428018,13.4413712,
Asia Markt,Dircksenstraße,102,10178,Berlin,Mo-Sa 09:00-20:00,,,yes,yes,yes,,limited,,,+49-30-8471 2697,,,52.5191809,13.4147953,
PENNY,Grellstraße,75,10409,Berlin,Mo-Sa 07:00-22:00,Penny,,,,,,limited,,,,,https://www.penny.de/,52.5456563,13.4297494,
REWE,Grellstraße,75,10409,Berlin,Mo-Fr 07:00-24:00; Sa 07:00-23:30,Rewe,,,,,,limited,,,,,,52.5452959,13.43009,
NG Markt,Naunynstraße,11,10997,Berlin,Mo-Sa 07:00-20:00,,,yes,yes,yes,,yes,,,,,https://ngmarkt.de/,52.5012843,13.4240213,
Lidl,Kniprodestraße,26a,10407,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,,52.5343355,13.4456503,
Netto Marken-Discount,,,,,Mo-Sa 07:00-21:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Blankenburg/Bahnhofstrasse-31-a/5115/,52.5909543,13.4453656,
EDEKA,Hasenheide,107-108,10967,Berlin,Mo-Sa 08:00-21:00,Edeka,,,,,,yes,,,,,,52.4864287,13.4214953,
Bio Company,Chausseestraße,19,10115,Berlin,Mo-Sa 08:00-21:00,Bio Company,,yes,,,,yes,wlan,,,,,52.5301762,13.3838213,
EDEKA,,,,,Mo-Sa 08:00-20:00,EDEKA,,,,,,yes,,,+49 30 7453073,,,52.3928926,13.4203811,
Mein Markt,Karl-Marx-Allee,116,10243,Berlin,"Mo-We, Fr 08:00-20:00; Th, Sa 08:00-18:00",Nahkauf,,,,,,no,,,,,,52.516203,13.4469923,
Netto,Sophie-Charlotten-Straße,25,14059,Berlin,Mo-Sa 07:00-20:00,Netto,,,,,,yes,,,,,,52.5166668,13.2859135,
Netto Marken-Discount,Urbanstraße,122,10967,Berlin,Mo-Sa 07:00-21:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Kreuzberg/Urbanstr-122/7764/,52.491318,13.4177006,
Lidl,Leipziger Straße,42,10117,Berlin,Mo-Sa 07:00-22:00,Lidl,,,,,,yes,wlan,,+498004353361,,https://www.lidl.de/filialen/berlin-mitte/mitte-leipziger-str-45b.html,52.5104276,13.3950162,
Asia-Mekong,Henriette-Herz-Platz,1,10178,Berlin,"Mo-Sa 10:00-20:00; Su,PH off",,,yes,yes,,,limited,,,,,http://www.asia-mekong.de/,52.5220546,13.4011035,
Aldi,Streitstraße,5-19,13587,Berlin,"Mo-Sa 07:00-21:00; Su,PH off",Aldi Nord,,,,,,yes,,,,,https://www.aldi-nord.de/,52.5575599,13.209115,
Lidl,Mühlenstraße,2,14167,Berlin,"Mo-Sa 07:00-21:00; PH,Su off",Lidl,,,,,,yes,,,,,,52.4294767,13.2603047,
Aldi,Karl-Marx-Straße,,12055,Berlin,Mo-Sa 07:00-21:00,Aldi Nord,,,,,,yes,,,,,https://www.aldi-nord.de/,52.4687326,13.4444074,
Edeka,Stephanstraße,37-43,10559,Berlin,Mo-Sa 07:00-22:00,Edeka,,,,,,yes,wlan,,,,https://www.edeka.de/,52.5319137,13.3444505,
Lidl,,,,,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,,52.5525558,13.4214016,
Kiezmarkt,Weidenweg,56,10247,Berlin,Mo-Sa 08:00-22:00,,,,,,,limited,,,+49 30 42016707,,,52.5188322,13.4543654,
Timi Asia Supermarkt,Kieler Straße,4,12163,Berlin,Mo-Fr 09:00-20:00; Sa 09:00-20:00,,asian,,,,,no,,,,,,52.4584693,13.3238971,
EDEKA,,,,,,Edeka,,,,,,yes,,,,,,52.5469822,13.1862505,
Aldi,Hildburghauser Straße,3,12279,,Mo-Sa 07:00-20:00,ALDI Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/hildburghauser-strasse-3/3180755,52.4123187,13.3606387,
Aldi,Landsberger Allee,277,13055,Berlin,Mo-Sa 07:00-20:00,Aldi Nord,,,,,,yes,,,,,,52.534814,13.4968487,
Netto Marken-Discount,,,10967,,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Kreuzberg/Kottbusser-Damm-1/7761/,52.4954436,13.4199628,
nah und gut,Kreuznacher Straße,68,14197,Berlin,Mo-Sa 08:00-20:00,Edeka,,,,,,yes,,,,,,52.4673513,13.3109506,
Netto Marken-Discount,,,,,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Hohenschoenhausen/Landsberger-Allee-217-k/7546/,52.5344474,13.4879509,
Kaufland,Am Juliusturm,42-46,13599,Berlin,Mo-Fr 07:00-24:00; Sa 07:00-23:30,Kaufland,,,,,,yes,,,,,,52.5377219,13.2186317,
Nahkauf,Dessauerstraße,64,12249,Berlin,"Mo-Sa 07:00-20:00; PH,Su off",Nahkauf,,,,,,yes,,,,,,52.4292607,13.346614,
Bio Company,Teltower Damm,13,14169,Berlin,"Mo-Sa 08:00-20:00; PH,Su off",Bio Company,,,,,,yes,,,,,,52.4336816,13.2600711,
REWE,Helene-Weigel-Platz,1,12681,Berlin,Mo-Sa 07:00-22:00; PH off,REWE,,,,,,yes,,,,,https://www.rewe.de/,52.5274856,13.5383825,
EDEKA,Frankfurter Allee,105,10247,Berlin,Mo-Sa 08:00-21:00; PH off,Edeka,,,,,,yes,,,,,,52.5144935,13.4737376,
REWE,Chausseestraße,118-120,10115,Berlin,Mo-Sa 07:00-23:00,Rewe,,,,,,yes,wlan,,,,https://www.rewe.de/marktseite/berlin-mitte/1350032/rewe-markt-chausseestr-118-120/,52.5295638,13.3839754,
Denns BioMarkt,Schliemannstraße,48,10437,Berlin,Mo-Sa 08:00-21:00,Denns BioMarkt,,yes,yes,yes,,yes,,,,,,52.5407418,13.4163913,
REWE,Rollbergstraße,59,12053,Berlin,Mo-Fr 06:00-24:00; Sa 06:00-23:30; PH off,Rewe,,,,,,yes,,,,,,52.4785578,13.4297779,
PENNY,,,,,Mo-Sa 07:00-22:00,Penny,,,,,,yes,,,,,,52.5813965,13.4017946,
Netto Marken-Discount,Schönhauser Allee,78,10439,Berlin,Mo-Sa 08:00-22:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Prenzlauer-Berg/Schoenhauser-Allee-78/7513/,52.5498396,13.414376,
REWE City,Greifswalder Straße,155A,,,Mo-Sa 06:00-22:00,Rewe,,yes,yes,yes,,yes,wlan,,,,,52.5436744,13.4412596,
Aldi,,,,,closed,Aldi Nord,,,,,,yes,no,,,,,52.5643169,13.3668064,
Nah und Gut,Werner-Voß-Damm,37,12101,Berlin,Mo-Fr 07:00-20:00; Sa 07:00-16:00,EDEKA,,,,,,no,,,,,,52.4743292,13.3716214,
