school_id,school_name,school_type_de,ownership_en,school_category_de,neighborhood,quarter,postal_code,street,street_number,telephone_number,fax_number,email,website,school_year,school_category_en,students_total,students_f,students_m,teachers_total,teachers_f,teachers_m,startchancen_flag
02G08,Grundschule am Traveplatz,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Friedrichshain,10247,Jessnerstraße,24,+49 30 48488000,+49 30 484880030,schulleitung@traveplatz.schule.berlin.de,https://www.grundschule-am-traveplatz.de,2024/25,Primary School,405,209,196,32,28,4,FALSE
02G09,Zille-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Friedrichshain,10245,Boxhagener Straße,46,+49 30 48488040,+49 30 484880449,schulleitung@zille-grundschule.de,https://www.zille-grundschule.de,2024/25,Primary School,568,252,316,34,31,3,FALSE
02G10,Modersohn-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Friedrichshain,10245,Niemannstraße,3,+49 30 48488340,+49 30 4848834127,Schulleitung@modersohn.schule.berlin.de,https://www.modersohn-schule.de,2024/25,Primary School,444,222,222,30,21,9,FALSE
02G11,Thalia-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Friedrichshain,10245,Alt-Stralau,34,+49 30 29347830,+49 30 293478315,Schulleitung@thalia-gs.schule.berlin.de,https://www.thalia-grundschule.de,2024/25,Primary School,438,213,225,27,24,3,FALSE
02G12,Kurt-Schumacher-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10969,Puttkamerstraße,19,+49 30 50585931,+49 30 50585915,02G12@02G12.schule.berlin.de,https://www.kurt-schumacher-grundschule-berlin.de,2024/25,Primary School,283,148,135,34,22,12,TRUE
02G13,Charlotte-Salomon-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10965,Großbeerenstraße,40,+49 30 50587511,+49 30 50587515,Sekretariat@02G13.schule.berlin.de,http://www.charlotte-salomon-grundschule.de,2024/25,Primary School,422,209,213,47,45,2,FALSE
02G14,Galilei-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10969,Friedrichstraße,13,+49 30 50585811,+49 30 50585815,sekretariat@galilei-grundschule.de,http://www.galilei-grundschule.de,2024/25,Primary School,500,251,249,45,32,13,TRUE
02G18,Nürtingen-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10997,Mariannenplatz,28,+49 30 61784231,+49 30 61784235,sekretariat@nuertingen.schule.berlin.de,http://www.nuertingen-grundschule.de,2024/25,Primary School,568,291,277,53,46,7,FALSE
02G19,Fanny-Hensel-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10963,Schöneberger Straße,23,+49 30 50586811,+49 30 50586815,sekretariat@fanny-hensel.schule.berlin.de,http://www.Fanny-Hensel-Grundschule.de,2024/25,Primary School,286,129,157,26,23,3,FALSE
02G20,Bürgermeister-Herz-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10961,Wilmsstraße,10,+49 30 3198702211,+49 30 3198702215,sekretariat@bmh.schule.berlin.de,http://www.bmh-schule.de,2024/25,Primary School,448,214,234,35,31,4,FALSE
02G21,Reinhardswald-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10961,Gneisenaustraße,73,+49 30 69037211,+49 30 69037215,sekretariat@reinhardswald.schule.berlin.de,http://www.reinhardswald-grundschule.de,2024/25,Primary School,621,280,341,44,37,7,FALSE
02G22,Jens-Nydahl-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10999,Kohlfurter Straße,20,+49 30 50586111,+49 30 50586115,sekretariat@jng.schule.berlin.de,,2024/25,Primary School,303,159,144,34,30,4,TRUE
02G23,Fichtelgebirge-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10997,Görlitzer Ufer,2,+49 30 22502811,+49 30 22502815,schulleitung@fichtelgebirge.schule.berlin.de,https://fichtelgebirge-grundschule-berlin.de,2024/25,Primary School,414,201,213,32,25,7,FALSE
02G24,Otto-Wels-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10969,Alexandrinenstraße,12,+49 30 50585311,+49 30 50585315,sekretariat@otto-wels.schule.berlin.de,https://owg-berlin.de,2024/25,Primary School,519,237,282,50,37,13,TRUE
02G26,Lemgo-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10967,Böckhstraße,5,+49 30 50585711,+49 30 50585715,Sekretariat@lemgo.schule.de,https://www.lemgogrundschule.de,2024/25,Primary School,436,201,235,45,31,14,FALSE
02G27,Hunsrück-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10999,Manteuffelstraße,79,+49 30 22503111,+49 30 22503115,schulleitung@hunsrueck-grundschule.de,https://hunsrueck-grundschule.de,2024/25,Primary School,529,265,264,46,35,11,FALSE
02G29,Heinrich-Zille-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10997,Waldemarstraße,118,+49 30 22503611,+49 3022503615,Heinrich-Zille-GS@web.de,https://hzg.berlin,2024/25,Primary School,428,216,212,53,46,7,FALSE
02G31,Adolf-Glaßbrenner-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10965,Hagelberger Straße,34,+49 30 50587531,+49 30 50587535,Adolf-Glassbrenner-Schule@web.de,https://www.adolf-glassbrenner-schule.de,2024/25,Primary School,415,199,216,34,26,8,FALSE
02G32,Clara-Grunwald-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10963,Hallesche Straße,24,+49 30 81888311,+49 30 81888315,clara-grunwald-gs@gmx.de,http://www.clara-grunwald-grundschule.de,2024/25,Primary School,312,162,150,34,27,7,FALSE
02G33,Aziz-Nesin-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10961,Urbanstraße,15,+49 30 2700409431,+49 30 2700409435,Sekretariat@aziz-nesin.schule.berlin.de,http://www.aziz-nesin-schule.de,2024/25,Primary School,302,146,156,30,25,5,FALSE
02G34,Jane-Goodall-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Friedrichshain,10247,Scharnweberstraße,19,+49 30 2464789211,+49 30 2464789215,sekretariat@jane-goodall.schule.berlin.de,https://www.jane-goodall-grundschule.de,2024/25,Primary School,381,176,205,28,25,3,FALSE
02G35,Rosa-Parks-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Kreuzberg,10999,Reichenberger Straße,65,+49 30 22502511,+49 30 22502515,mail@rosa-parks-grundschule.de,https://www.rosa-parks-grundschule.de,2024/25,Primary School,685,327,358,49,34,15,FALSE
02G36,Blumen-Grundschule,Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Friedrichshain,10243,Andreasstraße,52,+49 30 3198702911,+49 30 3198702915,buero@36-grundschule.de,http://www.36-grundschule.de,2024/25,Primary School,650,296,354,56,43,13,FALSE
02G37,37. Schule (Grundschule),Grundschule,Public,Grundschule,Friedrichshain-Kreuzberg,Friedrichshain,10249,Pufendorfstraße,10,+49 30 290255911,+49 30 290259915,02G37@02G37.schule.berlin.de,http://37schule.berlin,2024/25,Primary School,364,174,190,30,20,10,FALSE
02K01,Ellen-Key-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Friedrichshain-Kreuzberg,Friedrichshain,10243,Rüdersdorfer Straße,20,+49 30 29773060,+49 30 2977306215,sekretariat@ellen-key.schule.berlin.de,http://www.eko-online.net,2024/25,Integrated Secondary School,811,393,418,79,53,26,FALSE
02K02,Carl-von-Ossietzky-Gemeinschaftsschule,Gemeinschaftsschule,Public,Integrierte Sekundarschule,Friedrichshain-Kreuzberg,Kreuzberg,10961,Blücherstraße,46,+49 30 2250277111,+49 30 2250277115,sekretariat@cvo-berlin.de,https://www.cvo-berlin.de,2024/25,Integrated Secondary School,1170,603,567,112,71,41,TRUE
02K03,Hector-Peterson-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Friedrichshain-Kreuzberg,Kreuzberg,10963,Tempelhofer Ufer,15,+49 30 50587711,+49 30 50587715,sekretariat@hps-berlin.schule,https://hps-berlin.schule,2024/25,Integrated Secondary School,549,243,306,60,28,32,TRUE
02K04,Bergmannkiez-Gemeinschaftsschule,Gemeinschaftsschule,Public,Integrierte Sekundarschule,Friedrichshain-Kreuzberg,Kreuzberg,10961,Gneisenaustraße,7,+49 30 81858711,+49 30 81858715,02K04@02K04.schule.berlin.de,https://bergmannkiez-gemeinschaftsschule.de,2024/25,Integrated Secondary School,894,465,429,89,56,33,TRUE
02K05,Schule am Königstor (Integrierte Sekundarschule),Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Friedrichshain-Kreuzberg,Friedrichshain,10249,Weinstraße,3,+49 30 447283411,+49 30 447283415,sek@koenigstor.schule.berlin.de,https://www.schule-am-koenigstor.de,2024/25,Integrated Secondary School,320,132,188,56,30,26,FALSE
02K06,Emanuel-Lasker-Schule (Gemeinschaftsschule),Gemeinschaftsschule,Public,Integrierte Sekundarschule,Friedrichshain-Kreuzberg,Friedrichshain,10245,Modersohnstraße,53,+49 30 2910807,+49 30 29669216,sekretariat@02K06.schule.berlin.de,https://els-schule.de,2024/25,Integrated Secondary School,996,457,539,88,49,39,FALSE
02K07,Georg-Weerth-Schule,Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Friedrichshain-Kreuzberg,Friedrichshain,10249,Eckertstraße,16A,+49 30 246567211,+49 30 246567215,info@georg-weerth-schule.de,https://www.georg-weerth-schule.de,2024/25,Integrated Secondary School,468,178,290,49,27,22,FALSE
02K08,Refik-Veseli-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Friedrichshain-Kreuzberg,Kreuzberg,10997,Skalitzer Straße,55,+49 30 22503511,+49 30 22503515,schulleitung@rvs.schule.berlin.de,https://www.refik-veseli-schule.eu,2024/25,Integrated Secondary School,536,238,298,75,39,36,TRUE
02K09,Albrecht-von-Graefe-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Friedrichshain-Kreuzberg,Kreuzberg,10967,Graefestraße,85,+49 30 50586011,+49 30 50586015,sekretariat@graefe.schule.berlin.de,https://www.albrecht-von-graefe-schule.de,2024/25,Integrated Secondary School,482,238,244,56,30,26,TRUE
02K10,Ferdinand-Freiligrath-Schule (Integrierte Sekundarschule),Integrierte Sekundarschule,Public,Integrierte Sekundarschule,Friedrichshain-Kreuzberg,Kreuzberg,10961,Bergmannstraße,64,+49 30 50585611,+49 30 50585615,sekretariat@ferdinand-freiligrath-schule.de,https://www.ferdinand-freiligrath-schule.de,2024/25,Integrated Secondary School,417,195,222,39,27,12,TRUE
02P03,Islamische Grundschule,Grundschule,Private,Privatschule,Friedrichshain-Kreuzberg,Kreuzberg,10967,Boppstraße,4,+49 30 69507860,+49 30 69507861,sekretariat@islamische-grundschule.de,http://www.islamische-grundschule.de,2024/25,Private School,,,,,,,FALSE
02P04,Freie Waldorfschule Kreuzberg,Freie Waldorfschule,Private,Privatschule,Friedrichshain-Kreuzberg,Kreuzberg,10969,Ritterstraße,78,+49 30 61510100,+49 30 408189615,schulsekretariat@fwsk.net,http://www.waldorfschule-kreuzberg.de,2024/25,Private School,,,,,,,FALSE
02P05,Sozialpädagogisches Institut Berlin „Walter May“ - Stiftung SPI,Kombinierte berufliche Schule,Private,Privatschule,Friedrichshain-Kreuzberg,Kreuzberg,10963,Hallesches Ufer,32,+49 30 25937390,+49 30 259373950,fachschulen@stiftung-spi.de,http://www.spi-fachschulen.de,2024/25,Private School,,,,,,,FALSE
02P07,Campus Berufsbildung e.V.,Kombinierte berufliche Schule,Private,Privatschule,Friedrichshain-Kreuzberg,Kreuzberg,10969,Friedrichstraße,231,+49 30 25931877,+49 30 25931879,tbfs@campus-bb.de,https://www.campus-berlin.de/friedrichstrasse/,2024/25,Private School,,,,,,,FALSE
02P09,Freie Schule Kreuzberg (Grundschule),Grundschule,Private,Privatschule,Friedrichshain-Kreuzberg,Kreuzberg,10997,Wrangelstraße,128,+49 30 74073334,+49 30 74073335,kontakt@freieschulekreuzberg.de,https://freieschulekreuzberg.de,2024/25,Private School,,,,,,,FALSE
02P11,Berlin Bilingual School (Grundschule),Grundschule,Private,Privatschule,Friedrichshain-Kreuzberg,Friedrichshain,10249,Weinstraße,1,+49 30 24628089,+49 30 27582913,info@berlin-bilingual.de,https://berlin-bilingual-school.de,2024/25,Private School,,,,,,,FALSE
02P12,KreativitätsGrundschule Berlin Friedrichshain,Grundschule,Private,Privatschule,Friedrichshain-Kreuzberg,Friedrichshain,10243,Strausberger Straße,38,+49 30 29035117,+49 30 29039449,schule-fh@krea-schulzentrum.de,http://www.krea-schulzentrum.de,2024/25,Private School,,,,,,,FALSE
02P13,Netzwerk-Schule (Gemeinschaftsschule),Gemeinschaftsschule,Private,Privatschule,Friedrichshain-Kreuzberg,Friedrichshain,10243,Marchlewskistraße,40,+49 30 40393340,+49 30,schule@netzwerkspielkultur.de,http://schule.netzwerkspielkultur.de,2024/25,Private School,,,,,,,FALSE
02P16,BWK Berufsfachschule für Altenpflege,Berufsfachschule,Private,Privatschule,Friedrichshain-Kreuzberg,Kreuzberg,10997,Cuvrystraße,34,+49 30 6179290,+49 30 61792937,kontakt@bwk-berlin.de,http://www.bwk-berlin.de,2024/25,Private School,,,,,,,FALSE
02P19,FORUM Berufsbildung e.V.,Kombinierte berufliche Schule,Private,Privatschule,Friedrichshain-Kreuzberg,Kreuzberg,10969,Charlottenstraße,2,+49 30 2590080,+49 30 25900810,info@forum-berufsbildung.de,http://www.forum-berufsbildung.de,2024/25,Private School,,,,,,,FALSE
02P22,Pro Inklusio - Fachschule für Sozialpädagogik,Fachschule,Private,Privatschule,Friedrichshain-Kreuzberg,Kreuzberg,10997,Muskauer Straße,53,+49 30 20078010,+49 30 20078465,proinklusio@diebildungspartner.de,https://proinklusio.diebildungspartner.de,2024/25,Private School,,,,,,,FALSE
02P23,Concept Berufliche Schulen gGmbH Berlin,Berufsfachschule,Private,Privatschule,Friedrichshain-Kreuzberg,Friedrichshain,10245,Revaler Straße,100,+49 30 48485850,+49 30 48485868,info@concept-berlin.de,http://www.concept-berlin.de,2024/25,Private School,,,,,,,FALSE
02P25,Evangelische Schule Berlin Friedrichshain (Grundschule),Grundschule,Private,Privatschule,Friedrichshain-Kreuzberg,Friedrichshain,10249,Petersburger Platz,5,+49 30 32296700,+49 30 32297730,info@ev-schule-friedrichshain.de,http://www.ev-schule-friedrichshain.de,2024/25,Private School,,,,,,,FALSE
02P29,Kenntnisreich gGmbH,Fachschule,Private,Privatschule,Friedrichshain-Kreuzberg,Kreuzberg,12099,Schmiedehof,23,+49 30 98510786,+49 30,fachschule@kenntnisreich.de,http://www.kenntnisreich-kindertagesstaetten.de,2024/25,Private School,,,,,,,FALSE
02P30,Concept - Fachschule für Sozialpädagogik,Fachschule,Private,Privatschule,Friedrichshain-Kreuzberg,Friedrichshain,10243,Gubener Straße,47,+49 30 33916940,+49 30,info@concept-berlin.de,http://www.concept-berlin.de,2024/25,Private School,,,,,,,FALSE
02P31,procon College gGmbH,Fachschule,Private,Privatschule,Friedrichshain-Kreuzberg,Kreuzberg,10963,Stresemannstraße,78,+49 17655237525,+49 30 21002124,info@procon-college.de,https://www.procon-college.de,2024/25,Private School,,,,,,,FALSE
02P32,sfe Schule für Erwachsenenbildung e.V.,Kolleg,Private,Privatschule,Friedrichshain-Kreuzberg,Kreuzberg,10961,Gneisenaustraße,2A,+49 30 6937048,+49 30 6937049,koa@sfeberlin.de,http://www.sfeberlin.de,2024/25,Private School,,,,,,,FALSE
02P33,Freie Schule Windrose (Grundschule),Grundschule,Private,Privatschule,Friedrichshain-Kreuzberg,Kreuzberg,10999,Wiener Straße,1,+49 30 61621775,+49 30 61621769,info@freie-schule-windrose.de,https://freie-schule-windrose.de,2024/25,Private School,,,,,,,FALSE
02S01,Temple-Grandin-Schule,"Förderschwerp. ""Lernen""",Public,Schule mit sonderpädagogischem Förderschwerpunkt,Friedrichshain-Kreuzberg,Friedrichshain,10243,Lasdehner Straße,19,+49 30 293474231,+49 30 293474235,Schulleitung@temple-grandin.schule.berlin.de,http://www.temple-grandin-schule.de,2024/25,Special Needs School,223,89,134,39,34,5,FALSE
02S02,Gustav-Meyer-Schule,"Förderschwerp. ""Geistige Entwicklung""",Public,Schule mit sonderpädagogischem Förderschwerpunkt,Friedrichshain-Kreuzberg,Kreuzberg,10999,Kohlfurter Straße,22,+49 30 347423911,+49 30 347423915,02S02@02S02.schule.berlin.de,https://gustav-meyer-schule.de,2024/25,Special Needs School,156,55,101,40,33,7,FALSE
02S03,Margarethe-von-Witzleben-Schule,Übrige Förderschwerpunkte,Public,Schule mit sonderpädagogischem Förderschwerpunkt,Friedrichshain-Kreuzberg,Friedrichshain,10243,Palisadenstraße,76,+49 30 420249211,+49 30 420249215,schulleitung@witzleben.schule.berlin.de,http://www.witzleben-schule.de,2024/25,Special Needs School,264,95,169,45,36,9,FALSE
02S06,Liebmann-Schule,Übrige Förderschwerpunkte,Public,Schule mit sonderpädagogischem Förderschwerpunkt,Friedrichshain-Kreuzberg,Kreuzberg,10969,Friedrichstraße,13,+49 30 50585831,+49 30 50585835,02S06@02S06.schule.berlin.de,https://www.liebmann-schule-berlin.de,2024/25,Special Needs School,132,32,100,23,19,4,FALSE
02Y01,Andreas-Gymnasium,Gymnasium,Public,Gymnasium,Friedrichshain-Kreuzberg,Friedrichshain,10243,Koppenstraße,76,+49 30 29369020,+49 30 2936902199,sekretariat@andreas.schule.berlin.de,https://www.andreas-schule.org,2024/25,Academic Secondary School,804,350,454,64,34,30,FALSE
02Y03,Heinrich-Hertz-Gymnasium,Gymnasium,Public,Gymnasium,Friedrichshain-Kreuzberg,Friedrichshain,10247,Rigaer Straße,81,+49 30 42262080,+49 30 422620884,sekretariat@hhgym.de,https://hhgym.de,2024/25,Academic Secondary School,680,193,487,51,27,24,FALSE
02Y04,Georg-Friedrich-Händel-Gymnasium,Gymnasium,Public,Gymnasium,Friedrichshain-Kreuzberg,Friedrichshain,10247,Frankfurter Allee,6A,+49 30 2250279011,+49 30 2250279015,sekretariat@haendelgym.de,http://www.haendelgym.de,2024/25,Academic Secondary School,548,337,211,46,20,26,FALSE
02Y05,Dathe-Gymnasium,Gymnasium,Public,Gymnasium,Friedrichshain-Kreuzberg,Friedrichshain,10243,Helsingforser Straße,11,+49 30 2936063,+49 30 293606415,sek@dathe-gymnasium.de,https://www.dathe-gymnasium.de,2024/25,Academic Secondary School,907,480,427,71,47,24,FALSE
02Y06,Leibniz-Gymnasium,Gymnasium,Public,Gymnasium,Friedrichshain-Kreuzberg,Kreuzberg,10961,Schleiermacherstraße,23,+49 30 50586711,+49 30 50586715,sekretariat@leibnizschule-berlin.de,http://www.leibnizschule-berlin.de,2024/25,Academic Secondary School,827,436,391,69,38,31,FALSE
02Y07,Robert-Koch-Gymnasium,Gymnasium,Public,Gymnasium,Friedrichshain-Kreuzberg,Kreuzberg,10967,Dieffenbachstraße,60,+49 30 50585731,+49 30 50585735,Koch-Gymnasium@web.de,,2024/25,Academic Secondary School,653,344,309,54,33,21,FALSE
02Y08,Hermann-Hesse-Gymnasium,Gymnasium,Public,Gymnasium,Friedrichshain-Kreuzberg,Kreuzberg,10967,Böckhstraße,16,+49 30 666434090,+49 30 666434091,kontakt@hesse-kreuzberg.de,http://www.hesse-kreuzberg.de,2024/25,Academic Secondary School,593,302,291,57,29,28,FALSE
03A04,Abendgymnasium Prenzlauer Berg,Abend-Gymnasium,Public,Andere Schule,Pankow,Prenzlauer Berg,10439,Driesener Straße,22,+49 30 4254218,+49 30 4250121,mail@abendgymnasium-berlin.de,https://www.abendgymnasium-berlin.de,2024/25,Other School,,,,,,,FALSE
03B02,Berufliche Schule für Sozialwesen Pankow,Kombinierte berufliche Schule,Public,Berufsschule,Pankow,Rosenthal,13158,Erbeskopfweg,6,+49 30 50019910,+49 30 50019924,sekretariat@soz-pankow.de,https://www.schule-sozialwesen-pankow.de,2024/25,Vocational School,701,487,214,60,47,13,FALSE
03B04,Brillat-Savarin-Schule (OSZ Gastgewerbe),Oberstufenzentrum,Public,Berufsschule,Pankow,Weißensee,13088,Buschallee,23A,+49 30 9142660,+49 30 914266220,sekretariat@osz-gastgewerbe.de,https://www.osz-gastgewerbe.de,2024/25,Vocational School,4136,1821,2315,152,105,47,TRUE
03B06,Konrad-Zuse-Schule,Berufsschule mit sonderpäd. Aufgaben,Public,Berufsschule,Pankow,Niederschönhausen,13156,Hermann-Hesse-Straße,34,+49 30 91609411,+49 30 9165691,sekretariat@kzsb.de,https://www.konrad-zuse-schule-berlin.de,2024/25,Vocational School,443,170,273,43,20,23,TRUE
03B07,Elinor-Ostrom-Schule (OSZ Bürowirtschaft und Dienstleistungen),Oberstufenzentrum,Public,Berufsschule,Pankow,Prenzlauer Berg,10409,Mandelstraße,6,+49 30 42185413,+49 30 42185412,info@oszeos.de,https://www.oszeos.de,2024/25,Vocational School,1068,436,632,89,49,40,FALSE
03B08,Staatliche Ballett- und Artistikschule Berlin,Kombinierte allg./berufl. Schule,Public,Berufsschule,Pankow,Prenzlauer Berg,10409,Erich-Weinert-Straße,103,+49 30 4057790,+49 30 40577919,schulleitung@ballettschule-berlin.de,http://www.ballettschule-berlin.de,2024/25,Vocational School,235,178,57,68,45,23,FALSE
03B10,"Max-Bill-Schule (OSZ Planen, Bauen, Gestalten)",Oberstufenzentrum,Public,Berufsschule,Pankow,Weißensee,13086,Gustav-Adolf-Straße,66,+49 30 901892800,+49 30 901892801,03B10@03B10.schule.berlin.de,https://www.max-bill-schule.de,2024/25,Vocational School,2907,798,2109,154,76,78,FALSE
